,network,protocol,seeding_budget,mi_value,diffusion_len,activated_prct_actors
1341,ckm_physicians,OR,71.97,0.5,4,100.0
1342,eu_transportation,OR,71.97,0.5,3,100.0
1343,lazega,OR,71.97,0.5,2,100.0
1344,er2,OR,71.97,0.5,4,100.0
1345,er3,OR,71.97,0.5,3,100.0
1346,er5,OR,71.97,0.5,2,100.0
1347,sf2,OR,71.97,0.5,2,79.9
1348,sf3,OR,71.97,0.5,2,87.8
1349,sf5,OR,71.97,0.5,3,98.8
1350,aucs,OR,71.97,0.6,3,100.0
1351,ckm_physicians,OR,71.97,0.6,4,100.0
1352,eu_transportation,OR,71.97,0.6,3,100.0
1353,lazega,OR,71.97,0.6,2,100.0
1354,er2,OR,71.97,0.6,4,100.0
1355,er3,OR,71.97,0.6,3,100.0
1356,er5,OR,71.97,0.6,2,100.0
1357,sf2,OR,71.97,0.6,2,79.9
1358,sf3,OR,71.97,0.6,2,87.8
1359,sf5,OR,71.97,0.6,3,98.8
1360,aucs,OR,71.97,0.7000000000000001,3,100.0
1361,ckm_physicians,OR,71.97,0.7000000000000001,4,98.7551867219917
1362,eu_transportation,OR,71.97,0.7000000000000001,3,100.0
1363,lazega,OR,71.97,0.7000000000000001,2,100.0
1364,er2,OR,71.97,0.7000000000000001,6,99.6
1365,er3,OR,71.97,0.7000000000000001,4,100.0
1366,er5,OR,71.97,0.7000000000000001,3,100.0
1367,sf2,OR,71.97,0.7000000000000001,2,79.9
1368,sf3,OR,71.97,0.7000000000000001,3,87.8
1369,sf5,OR,71.97,0.7000000000000001,3,98.8
1370,aucs,OR,71.97,0.8,3,100.0
1371,ckm_physicians,OR,71.97,0.8,4,97.9253112033195
1372,eu_transportation,OR,71.97,0.8,3,100.0
1373,lazega,OR,71.97,0.8,2,100.0
1374,er2,OR,71.97,0.8,5,92.30000000000001
1375,er3,OR,71.97,0.8,5,99.4
1376,er5,OR,71.97,0.8,3,100.0
1377,sf2,OR,71.97,0.8,2,79.9
1378,sf3,OR,71.97,0.8,2,87.4
1379,sf5,OR,71.97,0.8,4,98.3
1380,aucs,OR,71.97,0.9,3,100.0
1381,ckm_physicians,OR,71.97,0.9,4,97.9253112033195
1382,eu_transportation,OR,71.97,0.9,3,100.0
1383,lazega,OR,71.97,0.9,3,100.0
1384,er2,OR,71.97,0.9,5,92.30000000000001
1385,er3,OR,71.97,0.9,5,99.0
1386,er5,OR,71.97,0.9,5,100.0
1387,sf2,OR,71.97,0.9,2,79.9
1388,sf3,OR,71.97,0.9,2,87.4
1389,sf5,OR,71.97,0.9,4,98.3
1390,aucs,OR,71.97,1.0,1,72.1311475409836
1391,ckm_physicians,OR,71.97,1.0,1,72.19917012448133
1392,eu_transportation,OR,71.97,1.0,1,72.18225419664267
1393,lazega,OR,71.97,1.0,2,76.05633802816901
1394,er2,OR,71.97,1.0,1,72.0
1395,er3,OR,71.97,1.0,1,72.0
1396,er5,OR,71.97,1.0,2,72.3
1397,sf2,OR,71.97,1.0,1,72.0
1398,sf3,OR,71.97,1.0,1,72.0
1399,sf5,OR,71.97,1.0,1,72.0
1400,aucs,OR,100.0,0.1,1,100.0
1401,ckm_physicians,OR,100.0,0.1,1,100.0
1402,eu_transportation,OR,100.0,0.1,1,100.0
1403,lazega,OR,100.0,0.1,1,100.0
1404,er2,OR,100.0,0.1,1,100.0
1405,er3,OR,100.0,0.1,1,100.0
1406,er5,OR,100.0,0.1,1,100.0
1407,sf2,OR,100.0,0.1,1,100.0
1408,sf3,OR,100.0,0.1,1,100.0
1409,sf5,OR,100.0,0.1,1,100.0
1410,aucs,OR,100.0,0.2,1,100.0
1411,ckm_physicians,OR,100.0,0.2,1,100.0
1412,eu_transportation,OR,100.0,0.2,1,100.0
1413,lazega,OR,100.0,0.2,1,100.0
1414,er2,OR,100.0,0.2,1,100.0
1415,er3,OR,100.0,0.2,1,100.0
1416,er5,OR,100.0,0.2,1,100.0
1417,sf2,OR,100.0,0.2,1,100.0
1418,sf3,OR,100.0,0.2,1,100.0
1419,sf5,OR,100.0,0.2,1,100.0
1420,aucs,OR,100.0,0.30000000000000004,1,100.0
1421,ckm_physicians,OR,100.0,0.30000000000000004,1,100.0
1422,eu_transportation,OR,100.0,0.30000000000000004,1,100.0
1423,lazega,OR,100.0,0.30000000000000004,1,100.0
1424,er2,OR,100.0,0.30000000000000004,1,100.0
1425,er3,OR,100.0,0.30000000000000004,1,100.0
1426,er5,OR,100.0,0.30000000000000004,1,100.0
1427,sf2,OR,100.0,0.30000000000000004,1,100.0
1428,sf3,OR,100.0,0.30000000000000004,1,100.0
1429,sf5,OR,100.0,0.30000000000000004,1,100.0
1430,aucs,OR,100.0,0.4,1,100.0
1431,ckm_physicians,OR,100.0,0.4,1,100.0
1432,eu_transportation,OR,100.0,0.4,1,100.0
1433,lazega,OR,100.0,0.4,1,100.0
1434,er2,OR,100.0,0.4,1,100.0
1435,er3,OR,100.0,0.4,1,100.0
1436,er5,OR,100.0,0.4,1,100.0
1437,sf2,OR,100.0,0.4,1,100.0
1438,sf3,OR,100.0,0.4,1,100.0
1439,sf5,OR,100.0,0.4,1,100.0
1440,aucs,OR,100.0,0.5,1,100.0
1441,ckm_physicians,OR,100.0,0.5,1,100.0
1442,eu_transportation,OR,100.0,0.5,1,100.0
1443,lazega,OR,100.0,0.5,1,100.0
1444,er2,OR,100.0,0.5,1,100.0
1445,er3,OR,100.0,0.5,1,100.0
1446,er5,OR,100.0,0.5,1,100.0
1447,sf2,OR,100.0,0.5,1,100.0
1448,sf3,OR,100.0,0.5,1,100.0
1449,sf5,OR,100.0,0.5,1,100.0
1450,aucs,OR,100.0,0.6,1,100.0
1451,ckm_physicians,OR,100.0,0.6,1,100.0
1452,eu_transportation,OR,100.0,0.6,1,100.0
1453,lazega,OR,100.0,0.6,1,100.0
1454,er2,OR,100.0,0.6,1,100.0
1455,er3,OR,100.0,0.6,1,100.0
1456,er5,OR,100.0,0.6,1,100.0
1457,sf2,OR,100.0,0.6,1,100.0
1458,sf3,OR,100.0,0.6,1,100.0
1459,sf5,OR,100.0,0.6,1,100.0
1460,aucs,OR,100.0,0.7000000000000001,1,100.0
1461,ckm_physicians,OR,100.0,0.7000000000000001,1,100.0
1462,eu_transportation,OR,100.0,0.7000000000000001,1,100.0
1463,lazega,OR,100.0,0.7000000000000001,1,100.0
1464,er2,OR,100.0,0.7000000000000001,1,100.0
1465,er3,OR,100.0,0.7000000000000001,1,100.0
1466,er5,OR,100.0,0.7000000000000001,1,100.0
1467,sf2,OR,100.0,0.7000000000000001,1,100.0
1468,sf3,OR,100.0,0.7000000000000001,1,100.0
1469,sf5,OR,100.0,0.7000000000000001,1,100.0
1470,aucs,OR,100.0,0.8,1,100.0
1471,ckm_physicians,OR,100.0,0.8,1,100.0
1472,eu_transportation,OR,100.0,0.8,1,100.0
1473,lazega,OR,100.0,0.8,1,100.0
1474,er2,OR,100.0,0.8,1,100.0
1475,er3,OR,100.0,0.8,1,100.0
1476,er5,OR,100.0,0.8,1,100.0
1477,sf2,OR,100.0,0.8,1,100.0
1478,sf3,OR,100.0,0.8,1,100.0
1479,sf5,OR,100.0,0.8,1,100.0
1480,aucs,OR,100.0,0.9,1,100.0
1481,ckm_physicians,OR,100.0,0.9,1,100.0
1482,eu_transportation,OR,100.0,0.9,1,100.0
1483,lazega,OR,100.0,0.9,1,100.0
1484,er2,OR,100.0,0.9,1,100.0
1485,er3,OR,100.0,0.9,1,100.0
1486,er5,OR,100.0,0.9,1,100.0
1487,sf2,OR,100.0,0.9,1,100.0
1488,sf3,OR,100.0,0.9,1,100.0
1489,sf5,OR,100.0,0.9,1,100.0
1490,aucs,OR,100.0,1.0,1,100.0
1491,ckm_physicians,OR,100.0,1.0,1,100.0
1492,eu_transportation,OR,100.0,1.0,1,100.0
1493,lazega,OR,100.0,1.0,1,100.0
1494,er2,OR,100.0,1.0,1,100.0
1495,er3,OR,100.0,1.0,1,100.0
1496,er5,OR,100.0,1.0,1,100.0
1497,sf2,OR,100.0,1.0,1,100.0
1498,sf3,OR,100.0,1.0,1,100.0
1499,sf5,OR,100.0,1.0,1,100.0
1500,aucs,AND,1.0,0.1,1,1.639344262295082
1501,ckm_physicians,AND,1.0,0.1,13,80.91286307053942
1502,eu_transportation,AND,1.0,0.1,3,6.474820143884892
1503,lazega,AND,1.0,0.1,1,1.4084507042253522
1504,er2,AND,1.0,0.1,8,99.4
1505,er3,AND,1.0,0.1,13,96.5
1506,er5,AND,1.0,0.1,2,1.6
1507,sf2,AND,1.0,0.1,6,62.6
1508,sf3,AND,1.0,0.1,20,23.0
1509,sf5,AND,1.0,0.1,3,2.0
1510,aucs,AND,1.0,0.2,1,1.639344262295082
1511,ckm_physicians,AND,1.0,0.2,4,4.564315352697095
1512,eu_transportation,AND,1.0,0.2,2,5.515587529976019
1513,lazega,AND,1.0,0.2,1,1.4084507042253522
1514,er2,AND,1.0,0.2,4,2.4
1515,er3,AND,1.0,0.2,2,1.3
1516,er5,AND,1.0,0.2,1,1.0
1517,sf2,AND,1.0,0.2,10,62.6
1518,sf3,AND,1.0,0.2,2,1.5
1519,sf5,AND,1.0,0.2,2,1.4000000000000001
1520,aucs,AND,1.0,0.30000000000000004,1,1.639344262295082
1521,ckm_physicians,AND,1.0,0.30000000000000004,2,2.0746887966804977
1522,eu_transportation,AND,1.0,0.30000000000000004,2,5.0359712230215825
1523,lazega,AND,1.0,0.30000000000000004,1,1.4084507042253522
1524,er2,AND,1.0,0.30000000000000004,1,1.0
1525,er3,AND,1.0,0.30000000000000004,1,1.0
1526,er5,AND,1.0,0.30000000000000004,1,1.0
1527,sf2,AND,1.0,0.30000000000000004,4,4.5
1528,sf3,AND,1.0,0.30000000000000004,2,1.3
1529,sf5,AND,1.0,0.30000000000000004,2,1.2
1530,aucs,AND,1.0,0.4,1,1.639344262295082
1531,ckm_physicians,AND,1.0,0.4,1,1.2448132780082988
1532,eu_transportation,AND,1.0,0.4,2,5.0359712230215825
1533,lazega,AND,1.0,0.4,1,1.4084507042253522
1534,er2,AND,1.0,0.4,1,1.0
1535,er3,AND,1.0,0.4,1,1.0
1536,er5,AND,1.0,0.4,1,1.0
1537,sf2,AND,1.0,0.4,2,1.3
1538,sf3,AND,1.0,0.4,2,1.0999999999999999
1539,sf5,AND,1.0,0.4,2,1.0999999999999999
1540,aucs,AND,1.0,0.5,1,1.639344262295082
1541,ckm_physicians,AND,1.0,0.5,1,1.2448132780082988
1542,eu_transportation,AND,1.0,0.5,2,3.117505995203837
1543,lazega,AND,1.0,0.5,1,1.4084507042253522
1544,er2,AND,1.0,0.5,1,1.0
1545,er3,AND,1.0,0.5,1,1.0
1546,er5,AND,1.0,0.5,1,1.0
1547,sf2,AND,1.0,0.5,2,1.2
1548,sf3,AND,1.0,0.5,1,1.0
1549,sf5,AND,1.0,0.5,1,1.0
1550,aucs,AND,1.0,0.6,1,1.639344262295082
1551,ckm_physicians,AND,1.0,0.6,1,1.2448132780082988
1552,eu_transportation,AND,1.0,0.6,2,3.117505995203837
1553,lazega,AND,1.0,0.6,1,1.4084507042253522
1554,er2,AND,1.0,0.6,1,1.0
1555,er3,AND,1.0,0.6,1,1.0
1556,er5,AND,1.0,0.6,1,1.0
1557,sf2,AND,1.0,0.6,2,1.2
1558,sf3,AND,1.0,0.6,1,1.0
1559,sf5,AND,1.0,0.6,1,1.0
1560,aucs,AND,1.0,0.7000000000000001,1,1.639344262295082
1561,ckm_physicians,AND,1.0,0.7000000000000001,1,1.2448132780082988
1562,eu_transportation,AND,1.0,0.7000000000000001,2,3.117505995203837
1563,lazega,AND,1.0,0.7000000000000001,1,1.4084507042253522
1564,er2,AND,1.0,0.7000000000000001,1,1.0
1565,er3,AND,1.0,0.7000000000000001,1,1.0
1566,er5,AND,1.0,0.7000000000000001,1,1.0
1567,sf2,AND,1.0,0.7000000000000001,1,1.0
1568,sf3,AND,1.0,0.7000000000000001,1,1.0
1569,sf5,AND,1.0,0.7000000000000001,1,1.0
1570,aucs,AND,1.0,0.8,1,1.639344262295082
1571,ckm_physicians,AND,1.0,0.8,1,1.2448132780082988
1572,eu_transportation,AND,1.0,0.8,2,3.117505995203837
1573,lazega,AND,1.0,0.8,1,1.4084507042253522
1574,er2,AND,1.0,0.8,1,1.0
1575,er3,AND,1.0,0.8,1,1.0
1576,er5,AND,1.0,0.8,1,1.0
1577,sf2,AND,1.0,0.8,1,1.0
1578,sf3,AND,1.0,0.8,1,1.0
1579,sf5,AND,1.0,0.8,1,1.0
1580,aucs,AND,1.0,0.9,1,1.639344262295082
1581,ckm_physicians,AND,1.0,0.9,1,1.2448132780082988
1582,eu_transportation,AND,1.0,0.9,2,3.117505995203837
1583,lazega,AND,1.0,0.9,1,1.4084507042253522
1584,er2,AND,1.0,0.9,1,1.0
1585,er3,AND,1.0,0.9,1,1.0
1586,er5,AND,1.0,0.9,1,1.0
1587,sf2,AND,1.0,0.9,1,1.0
1588,sf3,AND,1.0,0.9,1,1.0
1589,sf5,AND,1.0,0.9,1,1.0
1590,aucs,AND,1.0,1.0,1,1.639344262295082
1591,ckm_physicians,AND,1.0,1.0,1,1.2448132780082988
1592,eu_transportation,AND,1.0,1.0,1,1.1990407673860912
1593,lazega,AND,1.0,1.0,1,1.4084507042253522
1594,er2,AND,1.0,1.0,1,1.0
1595,er3,AND,1.0,1.0,1,1.0
1596,er5,AND,1.0,1.0,1,1.0
1597,sf2,AND,1.0,1.0,1,1.0
1598,sf3,AND,1.0,1.0,1,1.0
1599,sf5,AND,1.0,1.0,1,1.0
1600,aucs,AND,1.39,0.1,1,1.639344262295082
1601,ckm_physicians,AND,1.39,0.1,13,80.91286307053942
1602,eu_transportation,AND,1.39,0.1,3,6.954436450839328
1603,lazega,AND,1.39,0.1,1,1.4084507042253522
1604,er2,AND,1.39,0.1,7,99.4
1605,er3,AND,1.39,0.1,12,96.5
1606,er5,AND,1.39,0.1,4,2.6
1607,sf2,AND,1.39,0.1,5,62.6
1608,sf3,AND,1.39,0.1,15,23.0
1609,sf5,AND,1.39,0.1,3,2.8000000000000003
1610,aucs,AND,1.39,0.2,1,1.639344262295082
1611,ckm_physicians,AND,1.39,0.2,10,23.236514522821576
1612,eu_transportation,AND,1.39,0.2,2,5.995203836930456
1613,lazega,AND,1.39,0.2,1,1.4084507042253522
1614,er2,AND,1.39,0.2,4,3.1
1615,er3,AND,1.39,0.2,2,1.7999999999999998
1616,er5,AND,1.39,0.2,1,1.4000000000000001
1617,sf2,AND,1.39,0.2,7,62.6
1618,sf3,AND,1.39,0.2,5,2.9000000000000004
1619,sf5,AND,1.39,0.2,2,1.7999999999999998
1620,aucs,AND,1.39,0.30000000000000004,1,1.639344262295082
1621,ckm_physicians,AND,1.39,0.30000000000000004,13,21.57676348547718
1622,eu_transportation,AND,1.39,0.30000000000000004,2,5.515587529976019
1623,lazega,AND,1.39,0.30000000000000004,1,1.4084507042253522
1624,er2,AND,1.39,0.30000000000000004,2,1.6
1625,er3,AND,1.39,0.30000000000000004,1,1.4000000000000001
1626,er5,AND,1.39,0.30000000000000004,1,1.4000000000000001
1627,sf2,AND,1.39,0.30000000000000004,5,6.7
1628,sf3,AND,1.39,0.30000000000000004,2,2.0
1629,sf5,AND,1.39,0.30000000000000004,2,1.6
1630,aucs,AND,1.39,0.4,1,1.639344262295082
1631,ckm_physicians,AND,1.39,0.4,1,1.6597510373443984
1632,eu_transportation,AND,1.39,0.4,2,5.275779376498801
1633,lazega,AND,1.39,0.4,1,1.4084507042253522
1634,er2,AND,1.39,0.4,2,1.5
1635,er3,AND,1.39,0.4,1,1.4000000000000001
1636,er5,AND,1.39,0.4,1,1.4000000000000001
1637,sf2,AND,1.39,0.4,2,2.0
1638,sf3,AND,1.39,0.4,2,1.5
1639,sf5,AND,1.39,0.4,2,1.5
1640,aucs,AND,1.39,0.5,1,1.639344262295082
1641,ckm_physicians,AND,1.39,0.5,1,1.6597510373443984
1642,eu_transportation,AND,1.39,0.5,2,3.357314148681055
1643,lazega,AND,1.39,0.5,1,1.4084507042253522
1644,er2,AND,1.39,0.5,1,1.4000000000000001
1645,er3,AND,1.39,0.5,1,1.4000000000000001
1646,er5,AND,1.39,0.5,1,1.4000000000000001
1647,sf2,AND,1.39,0.5,2,1.7999999999999998
1648,sf3,AND,1.39,0.5,1,1.4000000000000001
1649,sf5,AND,1.39,0.5,1,1.4000000000000001
1650,aucs,AND,1.39,0.6,1,1.639344262295082
1651,ckm_physicians,AND,1.39,0.6,1,1.6597510373443984
1652,eu_transportation,AND,1.39,0.6,2,3.357314148681055
1653,lazega,AND,1.39,0.6,1,1.4084507042253522
1654,er2,AND,1.39,0.6,1,1.4000000000000001
1655,er3,AND,1.39,0.6,1,1.4000000000000001
1656,er5,AND,1.39,0.6,1,1.4000000000000001
1657,sf2,AND,1.39,0.6,2,1.7999999999999998
1658,sf3,AND,1.39,0.6,1,1.4000000000000001
1659,sf5,AND,1.39,0.6,1,1.4000000000000001
1660,aucs,AND,1.39,0.7000000000000001,1,1.639344262295082
1661,ckm_physicians,AND,1.39,0.7000000000000001,1,1.6597510373443984
1662,eu_transportation,AND,1.39,0.7000000000000001,2,3.357314148681055
1663,lazega,AND,1.39,0.7000000000000001,1,1.4084507042253522
1664,er2,AND,1.39,0.7000000000000001,1,1.4000000000000001
1665,er3,AND,1.39,0.7000000000000001,1,1.4000000000000001
1666,er5,AND,1.39,0.7000000000000001,1,1.4000000000000001
1667,sf2,AND,1.39,0.7000000000000001,1,1.4000000000000001
1668,sf3,AND,1.39,0.7000000000000001,1,1.4000000000000001
1669,sf5,AND,1.39,0.7000000000000001,1,1.4000000000000001
1670,aucs,AND,1.39,0.8,1,1.639344262295082
1671,ckm_physicians,AND,1.39,0.8,1,1.6597510373443984
1672,eu_transportation,AND,1.39,0.8,2,3.357314148681055
1673,lazega,AND,1.39,0.8,1,1.4084507042253522
1674,er2,AND,1.39,0.8,1,1.4000000000000001
1675,er3,AND,1.39,0.8,1,1.4000000000000001
1676,er5,AND,1.39,0.8,1,1.4000000000000001
1677,sf2,AND,1.39,0.8,1,1.4000000000000001
1678,sf3,AND,1.39,0.8,1,1.4000000000000001
1679,sf5,AND,1.39,0.8,1,1.4000000000000001
1680,aucs,AND,1.39,0.9,1,1.639344262295082
1681,ckm_physicians,AND,1.39,0.9,1,1.6597510373443984
1682,eu_transportation,AND,1.39,0.9,2,3.357314148681055
1683,lazega,AND,1.39,0.9,1,1.4084507042253522
1684,er2,AND,1.39,0.9,1,1.4000000000000001
1685,er3,AND,1.39,0.9,1,1.4000000000000001
1686,er5,AND,1.39,0.9,1,1.4000000000000001
1687,sf2,AND,1.39,0.9,1,1.4000000000000001
1688,sf3,AND,1.39,0.9,1,1.4000000000000001
1689,sf5,AND,1.39,0.9,1,1.4000000000000001
1690,aucs,AND,1.39,1.0,1,1.639344262295082
1691,ckm_physicians,AND,1.39,1.0,1,1.6597510373443984
1692,eu_transportation,AND,1.39,1.0,1,1.4388489208633095
1693,lazega,AND,1.39,1.0,1,1.4084507042253522
1694,er2,AND,1.39,1.0,1,1.4000000000000001
1695,er3,AND,1.39,1.0,1,1.4000000000000001
1696,er5,AND,1.39,1.0,1,1.4000000000000001
1697,sf2,AND,1.39,1.0,1,1.4000000000000001
1698,sf3,AND,1.39,1.0,1,1.4000000000000001
1699,sf5,AND,1.39,1.0,1,1.4000000000000001
1700,aucs,AND,1.93,0.1,7,37.704918032786885
1701,ckm_physicians,AND,1.93,0.1,13,82.15767634854771
1702,eu_transportation,AND,1.93,0.1,4,11.270983213429256
1703,lazega,AND,1.93,0.1,1,2.8169014084507045
1704,er2,AND,1.93,0.1,7,99.4
1705,er3,AND,1.93,0.1,11,96.5
1706,er5,AND,1.93,0.1,8,5.7
1707,sf2,AND,1.93,0.1,5,62.6
1708,sf3,AND,1.93,0.1,12,23.0
1709,sf5,AND,1.93,0.1,5,4.8
1710,aucs,AND,1.93,0.2,1,3.278688524590164
1711,ckm_physicians,AND,1.93,0.2,10,24.896265560165975
1712,eu_transportation,AND,1.93,0.2,2,8.15347721822542
1713,lazega,AND,1.93,0.2,1,2.8169014084507045
1714,er2,AND,1.93,0.2,9,6.4
1715,er3,AND,1.93,0.2,3,2.8000000000000003
1716,er5,AND,1.93,0.2,1,2.0
1717,sf2,AND,1.93,0.2,7,62.6
1718,sf3,AND,1.93,0.2,6,4.2
1719,sf5,AND,1.93,0.2,2,2.5
1720,aucs,AND,1.93,0.30000000000000004,1,3.278688524590164
1721,ckm_physicians,AND,1.93,0.30000000000000004,13,22.821576763485478
1722,eu_transportation,AND,1.93,0.30000000000000004,2,7.673860911270983
1723,lazega,AND,1.93,0.30000000000000004,1,2.8169014084507045
1724,er2,AND,1.93,0.30000000000000004,2,2.3
1725,er3,AND,1.93,0.30000000000000004,1,2.0
1726,er5,AND,1.93,0.30000000000000004,1,2.0
1727,sf2,AND,1.93,0.30000000000000004,15,62.6
1728,sf3,AND,1.93,0.30000000000000004,2,2.7
1729,sf5,AND,1.93,0.30000000000000004,2,2.1999999999999997
1730,aucs,AND,1.93,0.4,1,3.278688524590164
1731,ckm_physicians,AND,1.93,0.4,2,2.4896265560165975
1732,eu_transportation,AND,1.93,0.4,2,7.434052757793765
1733,lazega,AND,1.93,0.4,1,2.8169014084507045
1734,er2,AND,1.93,0.4,2,2.1
1735,er3,AND,1.93,0.4,1,2.0
1736,er5,AND,1.93,0.4,1,2.0
1737,sf2,AND,1.93,0.4,2,3.4000000000000004
1738,sf3,AND,1.93,0.4,2,2.1999999999999997
1739,sf5,AND,1.93,0.4,2,2.1
1740,aucs,AND,1.93,0.5,1,3.278688524590164
1741,ckm_physicians,AND,1.93,0.5,1,2.0746887966804977
1742,eu_transportation,AND,1.93,0.5,2,5.0359712230215825
1743,lazega,AND,1.93,0.5,1,2.8169014084507045
1744,er2,AND,1.93,0.5,1,2.0
1745,er3,AND,1.93,0.5,1,2.0
1746,er5,AND,1.93,0.5,1,2.0
1747,sf2,AND,1.93,0.5,2,2.7
1748,sf3,AND,1.93,0.5,1,2.0
1749,sf5,AND,1.93,0.5,1,2.0
1750,aucs,AND,1.93,0.6,1,3.278688524590164
1751,ckm_physicians,AND,1.93,0.6,1,2.0746887966804977
1752,eu_transportation,AND,1.93,0.6,2,5.0359712230215825
1753,lazega,AND,1.93,0.6,1,2.8169014084507045
1754,er2,AND,1.93,0.6,1,2.0
1755,er3,AND,1.93,0.6,1,2.0
1756,er5,AND,1.93,0.6,1,2.0
1757,sf2,AND,1.93,0.6,2,2.7
1758,sf3,AND,1.93,0.6,1,2.0
1759,sf5,AND,1.93,0.6,1,2.0
1760,aucs,AND,1.93,0.7000000000000001,1,3.278688524590164
1761,ckm_physicians,AND,1.93,0.7000000000000001,1,2.0746887966804977
1762,eu_transportation,AND,1.93,0.7000000000000001,2,5.0359712230215825
1763,lazega,AND,1.93,0.7000000000000001,1,2.8169014084507045
1764,er2,AND,1.93,0.7000000000000001,1,2.0
1765,er3,AND,1.93,0.7000000000000001,1,2.0
1766,er5,AND,1.93,0.7000000000000001,1,2.0
1767,sf2,AND,1.93,0.7000000000000001,2,2.1
1768,sf3,AND,1.93,0.7000000000000001,1,2.0
1769,sf5,AND,1.93,0.7000000000000001,1,2.0
1770,aucs,AND,1.93,0.8,1,3.278688524590164
1771,ckm_physicians,AND,1.93,0.8,1,2.0746887966804977
1772,eu_transportation,AND,1.93,0.8,2,5.0359712230215825
1773,lazega,AND,1.93,0.8,1,2.8169014084507045
1774,er2,AND,1.93,0.8,1,2.0
1775,er3,AND,1.93,0.8,1,2.0
1776,er5,AND,1.93,0.8,1,2.0
1777,sf2,AND,1.93,0.8,1,2.0
1778,sf3,AND,1.93,0.8,1,2.0
1779,sf5,AND,1.93,0.8,1,2.0
1780,aucs,AND,1.93,0.9,1,3.278688524590164
1781,ckm_physicians,AND,1.93,0.9,1,2.0746887966804977
1782,eu_transportation,AND,1.93,0.9,2,5.0359712230215825
1783,lazega,AND,1.93,0.9,1,2.8169014084507045
1784,er2,AND,1.93,0.9,1,2.0
1785,er3,AND,1.93,0.9,1,2.0
1786,er5,AND,1.93,0.9,1,2.0
1787,sf2,AND,1.93,0.9,1,2.0
1788,sf3,AND,1.93,0.9,1,2.0
1789,sf5,AND,1.93,0.9,1,2.0
1790,aucs,AND,1.93,1.0,1,3.278688524590164
1791,ckm_physicians,AND,1.93,1.0,1,2.0746887966804977
1792,eu_transportation,AND,1.93,1.0,1,2.158273381294964
1793,lazega,AND,1.93,1.0,1,2.8169014084507045
1794,er2,AND,1.93,1.0,1,2.0
1795,er3,AND,1.93,1.0,1,2.0
1796,er5,AND,1.93,1.0,1,2.0
1797,sf2,AND,1.93,1.0,1,2.0
1798,sf3,AND,1.93,1.0,1,2.0
1799,sf5,AND,1.93,1.0,1,2.0
1800,aucs,AND,2.68,0.1,7,37.704918032786885
1801,ckm_physicians,AND,2.68,0.1,10,82.15767634854771
1802,eu_transportation,AND,2.68,0.1,4,18.225419664268586
1803,lazega,AND,2.68,0.1,1,2.8169014084507045
1804,er2,AND,2.68,0.1,6,99.4
1805,er3,AND,2.68,0.1,10,96.5
1806,er5,AND,2.68,0.1,18,97.6
1807,sf2,AND,2.68,0.1,5,62.6
1808,sf3,AND,2.68,0.1,8,23.9
1809,sf5,AND,2.68,0.1,16,23.0
1810,aucs,AND,2.68,0.2,1,3.278688524590164
1811,ckm_physicians,AND,2.68,0.2,10,27.385892116182575
1812,eu_transportation,AND,2.68,0.2,2,11.750599520383693
1813,lazega,AND,2.68,0.2,1,2.8169014084507045
1814,er2,AND,2.68,0.2,19,99.4
1815,er3,AND,2.68,0.2,3,3.9
1816,er5,AND,2.68,0.2,2,2.8000000000000003
1817,sf2,AND,2.68,0.2,7,62.6
1818,sf3,AND,2.68,0.2,5,6.4
1819,sf5,AND,2.68,0.2,2,3.5000000000000004
1820,aucs,AND,2.68,0.30000000000000004,1,3.278688524590164
1821,ckm_physicians,AND,2.68,0.30000000000000004,13,23.651452282157674
1822,eu_transportation,AND,2.68,0.30000000000000004,2,11.031175059952037
1823,lazega,AND,2.68,0.30000000000000004,1,2.8169014084507045
1824,er2,AND,2.68,0.30000000000000004,3,3.4000000000000004
1825,er3,AND,2.68,0.30000000000000004,3,3.1
1826,er5,AND,2.68,0.30000000000000004,1,2.7
1827,sf2,AND,2.68,0.30000000000000004,10,62.6
1828,sf3,AND,2.68,0.30000000000000004,4,4.8
1829,sf5,AND,2.68,0.30000000000000004,2,3.0
1830,aucs,AND,2.68,0.4,1,3.278688524590164
1831,ckm_physicians,AND,2.68,0.4,2,3.319502074688797
1832,eu_transportation,AND,2.68,0.4,2,10.071942446043165
1833,lazega,AND,2.68,0.4,1,2.8169014084507045
1834,er2,AND,2.68,0.4,2,2.8000000000000003
1835,er3,AND,2.68,0.4,1,2.7
1836,er5,AND,2.68,0.4,1,2.7
1837,sf2,AND,2.68,0.4,3,5.2
1838,sf3,AND,2.68,0.4,2,3.0
1839,sf5,AND,2.68,0.4,2,2.8000000000000003
1840,aucs,AND,2.68,0.5,1,3.278688524590164
1841,ckm_physicians,AND,2.68,0.5,1,2.904564315352697
1842,eu_transportation,AND,2.68,0.5,2,6.235011990407674
1843,lazega,AND,2.68,0.5,1,2.8169014084507045
1844,er2,AND,2.68,0.5,1,2.7
1845,er3,AND,2.68,0.5,1,2.7
1846,er5,AND,2.68,0.5,1,2.7
1847,sf2,AND,2.68,0.5,2,3.8
1848,sf3,AND,2.68,0.5,1,2.7
1849,sf5,AND,2.68,0.5,1,2.7
1850,aucs,AND,2.68,0.6,1,3.278688524590164
1851,ckm_physicians,AND,2.68,0.6,1,2.904564315352697
1852,eu_transportation,AND,2.68,0.6,2,6.235011990407674
