,network,protocol,seeding_budget,mi_value,diffusion_len,activated_prct_actors
266,er5,OR,1.93,0.7000000000000001,2,2.1
267,sf2,OR,1.93,0.7000000000000001,3,3.5000000000000004
268,sf3,OR,1.93,0.7000000000000001,3,4.6
269,sf5,OR,1.93,0.7000000000000001,7,12.4
270,aucs,OR,1.93,0.8,2,6.557377049180328
271,ckm_physicians,OR,1.93,0.8,3,3.319502074688797
272,eu_transportation,OR,1.93,0.8,7,91.60671462829735
273,lazega,OR,1.93,0.8,1,2.8169014084507045
274,er2,OR,1.93,0.8,2,2.1
275,er3,OR,1.93,0.8,3,2.9000000000000004
276,er5,OR,1.93,0.8,2,2.1
277,sf2,OR,1.93,0.8,2,3.1
278,sf3,OR,1.93,0.8,2,4.1000000000000005
279,sf5,OR,1.93,0.8,5,10.0
280,aucs,OR,1.93,0.9,2,6.557377049180328
281,ckm_physicians,OR,1.93,0.9,3,3.319502074688797
282,eu_transportation,OR,1.93,0.9,8,89.20863309352518
283,lazega,OR,1.93,0.9,1,2.8169014084507045
284,er2,OR,1.93,0.9,2,2.1
285,er3,OR,1.93,0.9,3,2.9000000000000004
286,er5,OR,1.93,0.9,2,2.1
287,sf2,OR,1.93,0.9,2,3.1
288,sf3,OR,1.93,0.9,2,4.1000000000000005
289,sf5,OR,1.93,0.9,5,10.0
290,aucs,OR,1.93,1.0,1,3.278688524590164
291,ckm_physicians,OR,1.93,1.0,1,2.0746887966804977
292,eu_transportation,OR,1.93,1.0,1,2.158273381294964
293,lazega,OR,1.93,1.0,1,2.8169014084507045
294,er2,OR,1.93,1.0,1,2.0
295,er3,OR,1.93,1.0,1,2.0
296,er5,OR,1.93,1.0,1,2.0
297,sf2,OR,1.93,1.0,1,2.0
298,sf3,OR,1.93,1.0,1,2.0
299,sf5,OR,1.93,1.0,1,2.0
300,aucs,OR,2.68,0.1,4,100.0
301,ckm_physicians,OR,2.68,0.1,4,82.98755186721992
302,eu_transportation,OR,2.68,0.1,5,100.0
303,lazega,OR,2.68,0.1,3,100.0
304,er2,OR,2.68,0.1,4,100.0
305,er3,OR,2.68,0.1,4,100.0
306,er5,OR,2.68,0.1,3,100.0
307,sf2,OR,2.68,0.1,4,79.9
308,sf3,OR,2.68,0.1,3,87.8
309,sf5,OR,2.68,0.1,3,98.8
310,aucs,OR,2.68,0.2,5,100.0
311,ckm_physicians,OR,2.68,0.2,5,82.98755186721992
312,eu_transportation,OR,2.68,0.2,5,100.0
313,lazega,OR,2.68,0.2,5,100.0
314,er2,OR,2.68,0.2,5,100.0
315,er3,OR,2.68,0.2,5,100.0
316,er5,OR,2.68,0.2,4,100.0
317,sf2,OR,2.68,0.2,4,79.9
318,sf3,OR,2.68,0.2,4,87.8
319,sf5,OR,2.68,0.2,3,98.8
320,aucs,OR,2.68,0.30000000000000004,7,100.0
321,ckm_physicians,OR,2.68,0.30000000000000004,5,82.98755186721992
322,eu_transportation,OR,2.68,0.30000000000000004,6,100.0
323,lazega,OR,2.68,0.30000000000000004,1,2.8169014084507045
324,er2,OR,2.68,0.30000000000000004,8,100.0
325,er3,OR,2.68,0.30000000000000004,6,100.0
326,er5,OR,2.68,0.30000000000000004,5,100.0
327,sf2,OR,2.68,0.30000000000000004,4,79.9
328,sf3,OR,2.68,0.30000000000000004,5,87.8
329,sf5,OR,2.68,0.30000000000000004,4,98.8
330,aucs,OR,2.68,0.4,9,100.0
331,ckm_physicians,OR,2.68,0.4,12,82.98755186721992
332,eu_transportation,OR,2.68,0.4,8,98.56115107913669
333,lazega,OR,2.68,0.4,1,2.8169014084507045
334,er2,OR,2.68,0.4,6,5.1
335,er3,OR,2.68,0.4,12,100.0
336,er5,OR,2.68,0.4,10,100.0
337,sf2,OR,2.68,0.4,8,79.9
338,sf3,OR,2.68,0.4,6,87.8
339,sf5,OR,2.68,0.4,5,98.8
340,aucs,OR,2.68,0.5,2,6.557377049180328
341,ckm_physicians,OR,2.68,0.5,10,32.780082987551864
342,eu_transportation,OR,2.68,0.5,9,95.92326139088729
343,lazega,OR,2.68,0.5,1,2.8169014084507045
344,er2,OR,2.68,0.5,2,2.8000000000000003
345,er3,OR,2.68,0.5,3,4.2
346,er5,OR,2.68,0.5,3,3.5000000000000004
347,sf2,OR,2.68,0.5,7,16.1
348,sf3,OR,2.68,0.5,13,87.8
349,sf5,OR,2.68,0.5,7,98.8
350,aucs,OR,2.68,0.6,2,6.557377049180328
351,ckm_physicians,OR,2.68,0.6,10,32.780082987551864
352,eu_transportation,OR,2.68,0.6,9,95.92326139088729
353,lazega,OR,2.68,0.6,1,2.8169014084507045
354,er2,OR,2.68,0.6,2,2.8000000000000003
355,er3,OR,2.68,0.6,3,4.2
356,er5,OR,2.68,0.6,3,3.5000000000000004
357,sf2,OR,2.68,0.6,9,15.2
358,sf3,OR,2.68,0.6,20,87.8
359,sf5,OR,2.68,0.6,8,98.8
360,aucs,OR,2.68,0.7000000000000001,2,6.557377049180328
361,ckm_physicians,OR,2.68,0.7000000000000001,3,4.149377593360995
362,eu_transportation,OR,2.68,0.7000000000000001,5,91.60671462829735
363,lazega,OR,2.68,0.7000000000000001,1,2.8169014084507045
364,er2,OR,2.68,0.7000000000000001,2,2.8000000000000003
365,er3,OR,2.68,0.7000000000000001,3,3.8
366,er5,OR,2.68,0.7000000000000001,2,3.1
367,sf2,OR,2.68,0.7000000000000001,3,4.7
368,sf3,OR,2.68,0.7000000000000001,3,6.0
369,sf5,OR,2.68,0.7000000000000001,8,17.299999999999997
370,aucs,OR,2.68,0.8,2,6.557377049180328
371,ckm_physicians,OR,2.68,0.8,3,4.149377593360995
372,eu_transportation,OR,2.68,0.8,7,91.60671462829735
373,lazega,OR,2.68,0.8,1,2.8169014084507045
374,er2,OR,2.68,0.8,2,2.8000000000000003
375,er3,OR,2.68,0.8,3,3.6999999999999997
376,er5,OR,2.68,0.8,2,3.1
377,sf2,OR,2.68,0.8,3,4.2
378,sf3,OR,2.68,0.8,2,4.8
379,sf5,OR,2.68,0.8,5,12.5
380,aucs,OR,2.68,0.9,2,6.557377049180328
381,ckm_physicians,OR,2.68,0.9,3,4.149377593360995
382,eu_transportation,OR,2.68,0.9,7,89.20863309352518
383,lazega,OR,2.68,0.9,1,2.8169014084507045
384,er2,OR,2.68,0.9,2,2.8000000000000003
385,er3,OR,2.68,0.9,3,3.6999999999999997
386,er5,OR,2.68,0.9,2,3.1
387,sf2,OR,2.68,0.9,3,4.2
388,sf3,OR,2.68,0.9,2,4.8
389,sf5,OR,2.68,0.9,5,12.5
390,aucs,OR,2.68,1.0,1,3.278688524590164
391,ckm_physicians,OR,2.68,1.0,1,2.904564315352697
392,eu_transportation,OR,2.68,1.0,1,2.877697841726619
393,lazega,OR,2.68,1.0,1,2.8169014084507045
394,er2,OR,2.68,1.0,1,2.7
395,er3,OR,2.68,1.0,1,2.7
396,er5,OR,2.68,1.0,1,2.7
397,sf2,OR,2.68,1.0,1,2.7
398,sf3,OR,2.68,1.0,1,2.7
399,sf5,OR,2.68,1.0,1,2.7
400,aucs,OR,3.73,0.1,4,100.0
401,ckm_physicians,OR,3.73,0.1,4,82.98755186721992
402,eu_transportation,OR,3.73,0.1,4,100.0
403,lazega,OR,3.73,0.1,3,100.0
404,er2,OR,3.73,0.1,4,100.0
405,er3,OR,3.73,0.1,4,100.0
406,er5,OR,3.73,0.1,3,100.0
407,sf2,OR,3.73,0.1,3,79.9
408,sf3,OR,3.73,0.1,3,87.8
409,sf5,OR,3.73,0.1,3,98.8
410,aucs,OR,3.73,0.2,5,100.0
411,ckm_physicians,OR,3.73,0.2,5,82.98755186721992
412,eu_transportation,OR,3.73,0.2,4,100.0
413,lazega,OR,3.73,0.2,4,100.0
414,er2,OR,3.73,0.2,5,100.0
415,er3,OR,3.73,0.2,4,100.0
416,er5,OR,3.73,0.2,4,100.0
417,sf2,OR,3.73,0.2,4,79.9
418,sf3,OR,3.73,0.2,4,87.8
419,sf5,OR,3.73,0.2,3,98.8
420,aucs,OR,3.73,0.30000000000000004,5,100.0
421,ckm_physicians,OR,3.73,0.30000000000000004,5,82.98755186721992
422,eu_transportation,OR,3.73,0.30000000000000004,5,100.0
423,lazega,OR,3.73,0.30000000000000004,6,100.0
424,er2,OR,3.73,0.30000000000000004,7,100.0
425,er3,OR,3.73,0.30000000000000004,5,100.0
426,er5,OR,3.73,0.30000000000000004,5,100.0
427,sf2,OR,3.73,0.30000000000000004,4,79.9
428,sf3,OR,3.73,0.30000000000000004,4,87.8
429,sf5,OR,3.73,0.30000000000000004,4,98.8
430,aucs,OR,3.73,0.4,7,100.0
431,ckm_physicians,OR,3.73,0.4,8,82.98755186721992
432,eu_transportation,OR,3.73,0.4,7,98.56115107913669
433,lazega,OR,3.73,0.4,2,7.042253521126761
434,er2,OR,3.73,0.4,6,8.6
435,er3,OR,3.73,0.4,9,100.0
436,er5,OR,3.73,0.4,8,100.0
437,sf2,OR,3.73,0.4,6,79.9
438,sf3,OR,3.73,0.4,6,87.8
439,sf5,OR,3.73,0.4,5,98.8
440,aucs,OR,3.73,0.5,5,21.311475409836063
441,ckm_physicians,OR,3.73,0.5,10,36.09958506224066
442,eu_transportation,OR,3.73,0.5,9,95.92326139088729
443,lazega,OR,3.73,0.5,1,4.225352112676056
444,er2,OR,3.73,0.5,2,4.0
445,er3,OR,3.73,0.5,3,5.6000000000000005
446,er5,OR,3.73,0.5,3,5.4
447,sf2,OR,3.73,0.5,18,79.9
448,sf3,OR,3.73,0.5,9,87.8
449,sf5,OR,3.73,0.5,6,98.8
450,aucs,OR,3.73,0.6,7,21.311475409836063
451,ckm_physicians,OR,3.73,0.6,10,34.439834024896264
452,eu_transportation,OR,3.73,0.6,9,95.92326139088729
453,lazega,OR,3.73,0.6,1,4.225352112676056
454,er2,OR,3.73,0.6,2,4.0
455,er3,OR,3.73,0.6,3,5.6000000000000005
456,er5,OR,3.73,0.6,3,5.4
457,sf2,OR,3.73,0.6,11,25.5
458,sf3,OR,3.73,0.6,11,87.8
459,sf5,OR,3.73,0.6,6,98.8
460,aucs,OR,3.73,0.7000000000000001,3,11.475409836065573
461,ckm_physicians,OR,3.73,0.7000000000000001,3,6.224066390041494
462,eu_transportation,OR,3.73,0.7000000000000001,5,91.60671462829735
463,lazega,OR,3.73,0.7000000000000001,1,4.225352112676056
464,er2,OR,3.73,0.7000000000000001,2,3.9
465,er3,OR,3.73,0.7000000000000001,3,5.0
466,er5,OR,3.73,0.7000000000000001,2,4.3
467,sf2,OR,3.73,0.7000000000000001,3,6.5
468,sf3,OR,3.73,0.7000000000000001,3,9.4
469,sf5,OR,3.73,0.7000000000000001,25,98.8
470,aucs,OR,3.73,0.8,3,11.475409836065573
471,ckm_physicians,OR,3.73,0.8,3,5.809128630705394
472,eu_transportation,OR,3.73,0.8,7,91.60671462829735
473,lazega,OR,3.73,0.8,1,4.225352112676056
474,er2,OR,3.73,0.8,2,3.9
475,er3,OR,3.73,0.8,3,4.9
476,er5,OR,3.73,0.8,2,4.3
477,sf2,OR,3.73,0.8,3,5.800000000000001
478,sf3,OR,3.73,0.8,3,7.3
479,sf5,OR,3.73,0.8,6,17.299999999999997
480,aucs,OR,3.73,0.9,3,11.475409836065573
481,ckm_physicians,OR,3.73,0.9,3,5.809128630705394
482,eu_transportation,OR,3.73,0.9,6,89.20863309352518
483,lazega,OR,3.73,0.9,1,4.225352112676056
484,er2,OR,3.73,0.9,2,3.9
485,er3,OR,3.73,0.9,3,4.9
486,er5,OR,3.73,0.9,2,4.3
487,sf2,OR,3.73,0.9,3,5.800000000000001
488,sf3,OR,3.73,0.9,3,7.3
489,sf5,OR,3.73,0.9,6,17.299999999999997
490,aucs,OR,3.73,1.0,1,4.918032786885246
491,ckm_physicians,OR,3.73,1.0,1,3.7344398340248963
492,eu_transportation,OR,3.73,1.0,1,3.8369304556354913
493,lazega,OR,3.73,1.0,1,4.225352112676056
494,er2,OR,3.73,1.0,1,3.8
495,er3,OR,3.73,1.0,1,3.8
496,er5,OR,3.73,1.0,1,3.8
497,sf2,OR,3.73,1.0,1,3.8
498,sf3,OR,3.73,1.0,1,3.8
499,sf5,OR,3.73,1.0,1,3.8
500,aucs,OR,5.18,0.1,3,100.0
501,ckm_physicians,OR,5.18,0.1,4,82.98755186721992
502,eu_transportation,OR,5.18,0.1,4,100.0
503,lazega,OR,5.18,0.1,3,100.0
504,er2,OR,5.18,0.1,4,100.0
505,er3,OR,5.18,0.1,4,100.0
506,er5,OR,5.18,0.1,3,100.0
507,sf2,OR,5.18,0.1,3,79.9
508,sf3,OR,5.18,0.1,3,87.8
509,sf5,OR,5.18,0.1,3,98.8
510,aucs,OR,5.18,0.2,4,100.0
511,ckm_physicians,OR,5.18,0.2,5,82.98755186721992
512,eu_transportation,OR,5.18,0.2,4,100.0
513,lazega,OR,5.18,0.2,4,100.0
514,er2,OR,5.18,0.2,5,100.0
515,er3,OR,5.18,0.2,4,100.0
516,er5,OR,5.18,0.2,4,100.0
517,sf2,OR,5.18,0.2,4,79.9
518,sf3,OR,5.18,0.2,4,87.8
519,sf5,OR,5.18,0.2,3,98.8
520,aucs,OR,5.18,0.30000000000000004,4,100.0
521,ckm_physicians,OR,5.18,0.30000000000000004,5,82.98755186721992
522,eu_transportation,OR,5.18,0.30000000000000004,5,100.0
523,lazega,OR,5.18,0.30000000000000004,5,100.0
524,er2,OR,5.18,0.30000000000000004,6,100.0
525,er3,OR,5.18,0.30000000000000004,5,100.0
526,er5,OR,5.18,0.30000000000000004,4,100.0
527,sf2,OR,5.18,0.30000000000000004,4,79.9
528,sf3,OR,5.18,0.30000000000000004,4,87.8
529,sf5,OR,5.18,0.30000000000000004,4,98.8
530,aucs,OR,5.18,0.4,7,100.0
531,ckm_physicians,OR,5.18,0.4,8,82.98755186721992
532,eu_transportation,OR,5.18,0.4,7,98.56115107913669
533,lazega,OR,5.18,0.4,2,8.450704225352112
534,er2,OR,5.18,0.4,15,100.0
535,er3,OR,5.18,0.4,7,100.0
536,er5,OR,5.18,0.4,6,100.0
537,sf2,OR,5.18,0.4,6,79.9
538,sf3,OR,5.18,0.4,5,87.8
539,sf5,OR,5.18,0.4,4,98.8
540,aucs,OR,5.18,0.5,10,100.0
541,ckm_physicians,OR,5.18,0.5,11,79.66804979253112
542,eu_transportation,OR,5.18,0.5,9,95.92326139088729
543,lazega,OR,5.18,0.5,1,5.633802816901409
544,er2,OR,5.18,0.5,4,6.1
545,er3,OR,5.18,0.5,4,9.6
546,er5,OR,5.18,0.5,3,7.3
547,sf2,OR,5.18,0.5,11,79.9
548,sf3,OR,5.18,0.5,8,87.8
549,sf5,OR,5.18,0.5,5,98.8
550,aucs,OR,5.18,0.6,14,100.0
551,ckm_physicians,OR,5.18,0.6,14,79.66804979253112
552,eu_transportation,OR,5.18,0.6,9,95.92326139088729
553,lazega,OR,5.18,0.6,1,5.633802816901409
554,er2,OR,5.18,0.6,4,6.1
555,er3,OR,5.18,0.6,4,9.6
556,er5,OR,5.18,0.6,3,7.3
557,sf2,OR,5.18,0.6,16,79.9
558,sf3,OR,5.18,0.6,9,87.8
559,sf5,OR,5.18,0.6,6,98.8
560,aucs,OR,5.18,0.7000000000000001,3,13.114754098360656
561,ckm_physicians,OR,5.18,0.7000000000000001,3,8.71369294605809
562,eu_transportation,OR,5.18,0.7000000000000001,5,91.60671462829735
563,lazega,OR,5.18,0.7000000000000001,1,5.633802816901409
564,er2,OR,5.18,0.7000000000000001,2,5.3
565,er3,OR,5.18,0.7000000000000001,3,7.5
566,er5,OR,5.18,0.7000000000000001,2,5.800000000000001
567,sf2,OR,5.18,0.7000000000000001,5,9.4
568,sf3,OR,5.18,0.7000000000000001,5,14.399999999999999
569,sf5,OR,5.18,0.7000000000000001,12,98.8
570,aucs,OR,5.18,0.8,3,13.114754098360656
571,ckm_physicians,OR,5.18,0.8,3,7.883817427385892
572,eu_transportation,OR,5.18,0.8,6,91.60671462829735
573,lazega,OR,5.18,0.8,1,5.633802816901409
574,er2,OR,5.18,0.8,2,5.3
575,er3,OR,5.18,0.8,3,7.000000000000001
576,er5,OR,5.18,0.8,2,5.800000000000001
577,sf2,OR,5.18,0.8,3,7.9
578,sf3,OR,5.18,0.8,4,10.4
579,sf5,OR,5.18,0.8,10,24.099999999999998
580,aucs,OR,5.18,0.9,3,13.114754098360656
581,ckm_physicians,OR,5.18,0.9,3,7.883817427385892
582,eu_transportation,OR,5.18,0.9,5,89.20863309352518
583,lazega,OR,5.18,0.9,1,5.633802816901409
584,er2,OR,5.18,0.9,2,5.3
585,er3,OR,5.18,0.9,3,7.000000000000001
586,er5,OR,5.18,0.9,2,5.800000000000001
587,sf2,OR,5.18,0.9,3,7.9
588,sf3,OR,5.18,0.9,4,10.4
589,sf5,OR,5.18,0.9,10,24.0
590,aucs,OR,5.18,1.0,1,6.557377049180328
591,ckm_physicians,OR,5.18,1.0,1,5.394190871369295
592,eu_transportation,OR,5.18,1.0,1,5.275779376498801
593,lazega,OR,5.18,1.0,1,5.633802816901409
594,er2,OR,5.18,1.0,1,5.2
595,er3,OR,5.18,1.0,1,5.2
596,er5,OR,5.18,1.0,1,5.2
597,sf2,OR,5.18,1.0,1,5.2
598,sf3,OR,5.18,1.0,1,5.2
599,sf5,OR,5.18,1.0,1,5.2
600,aucs,OR,7.2,0.1,3,100.0
601,ckm_physicians,OR,7.2,0.1,4,100.0
602,eu_transportation,OR,7.2,0.1,4,100.0
603,lazega,OR,7.2,0.1,3,100.0
604,er2,OR,7.2,0.1,4,100.0
605,er3,OR,7.2,0.1,3,100.0
606,er5,OR,7.2,0.1,3,100.0
607,sf2,OR,7.2,0.1,3,79.9
608,sf3,OR,7.2,0.1,3,87.8
609,sf5,OR,7.2,0.1,3,98.8
610,aucs,OR,7.2,0.2,4,100.0
611,ckm_physicians,OR,7.2,0.2,5,100.0
612,eu_transportation,OR,7.2,0.2,4,100.0
613,lazega,OR,7.2,0.2,3,100.0
614,er2,OR,7.2,0.2,4,100.0
615,er3,OR,7.2,0.2,4,100.0
616,er5,OR,7.2,0.2,3,100.0
617,sf2,OR,7.2,0.2,3,79.9
618,sf3,OR,7.2,0.2,3,87.8
619,sf5,OR,7.2,0.2,3,98.8
620,aucs,OR,7.2,0.30000000000000004,4,100.0
621,ckm_physicians,OR,7.2,0.30000000000000004,5,100.0
622,eu_transportation,OR,7.2,0.30000000000000004,5,100.0
623,lazega,OR,7.2,0.30000000000000004,4,100.0
624,er2,OR,7.2,0.30000000000000004,5,100.0
625,er3,OR,7.2,0.30000000000000004,5,100.0
626,er5,OR,7.2,0.30000000000000004,4,100.0
627,sf2,OR,7.2,0.30000000000000004,4,79.9
628,sf3,OR,7.2,0.30000000000000004,4,87.8
629,sf5,OR,7.2,0.30000000000000004,4,98.8
630,aucs,OR,7.2,0.4,6,100.0
631,ckm_physicians,OR,7.2,0.4,7,83.81742738589212
632,eu_transportation,OR,7.2,0.4,7,98.56115107913669
633,lazega,OR,7.2,0.4,8,100.0
634,er2,OR,7.2,0.4,10,100.0
635,er3,OR,7.2,0.4,6,100.0
636,er5,OR,7.2,0.4,5,100.0
637,sf2,OR,7.2,0.4,5,79.9
638,sf3,OR,7.2,0.4,5,87.8
639,sf5,OR,7.2,0.4,4,98.8
640,aucs,OR,7.2,0.5,10,100.0
641,ckm_physicians,OR,7.2,0.5,10,80.08298755186722
642,eu_transportation,OR,7.2,0.5,9,95.92326139088729
643,lazega,OR,7.2,0.5,2,9.859154929577464
644,er2,OR,7.2,0.5,4,10.0
645,er3,OR,7.2,0.5,10,16.6
646,er5,OR,7.2,0.5,15,100.0
647,sf2,OR,7.2,0.5,7,79.9
648,sf3,OR,7.2,0.5,6,87.8
649,sf5,OR,7.2,0.5,5,98.8
650,aucs,OR,7.2,0.6,14,100.0
651,ckm_physicians,OR,7.2,0.6,13,80.08298755186722
652,eu_transportation,OR,7.2,0.6,9,95.92326139088729
653,lazega,OR,7.2,0.6,1,8.450704225352112
654,er2,OR,7.2,0.6,4,10.0
655,er3,OR,7.2,0.6,10,16.2
656,er5,OR,7.2,0.6,13,18.7
657,sf2,OR,7.2,0.6,8,79.9
658,sf3,OR,7.2,0.6,8,87.8
659,sf5,OR,7.2,0.6,5,98.8
660,aucs,OR,7.2,0.7000000000000001,3,14.754098360655737
661,ckm_physicians,OR,7.2,0.7000000000000001,4,16.59751037344398
662,eu_transportation,OR,7.2,0.7000000000000001,5,91.60671462829735
663,lazega,OR,7.2,0.7000000000000001,1,8.450704225352112
664,er2,OR,7.2,0.7000000000000001,2,7.8
665,er3,OR,7.2,0.7000000000000001,3,10.2
666,er5,OR,7.2,0.7000000000000001,3,8.6
667,sf2,OR,7.2,0.7000000000000001,5,15.4
668,sf3,OR,7.2,0.7000000000000001,8,27.500000000000004
669,sf5,OR,7.2,0.7000000000000001,9,98.8
670,aucs,OR,7.2,0.8,3,14.754098360655737
671,ckm_physicians,OR,7.2,0.8,3,12.033195020746888
672,eu_transportation,OR,7.2,0.8,6,91.60671462829735
673,lazega,OR,7.2,0.8,1,8.450704225352112
674,er2,OR,7.2,0.8,2,7.5
675,er3,OR,7.2,0.8,3,9.6
676,er5,OR,7.2,0.8,2,8.200000000000001
677,sf2,OR,7.2,0.8,5,12.3
678,sf3,OR,7.2,0.8,4,14.799999999999999
679,sf5,OR,7.2,0.8,24,51.800000000000004
680,aucs,OR,7.2,0.9,3,14.754098360655737
681,ckm_physicians,OR,7.2,0.9,3,12.033195020746888
682,eu_transportation,OR,7.2,0.9,5,89.20863309352518
683,lazega,OR,7.2,0.9,1,8.450704225352112
684,er2,OR,7.2,0.9,2,7.5
685,er3,OR,7.2,0.9,3,9.6
686,er5,OR,7.2,0.9,2,8.1
687,sf2,OR,7.2,0.9,5,12.3
688,sf3,OR,7.2,0.9,4,14.7
689,sf5,OR,7.2,0.9,13,37.9
690,aucs,OR,7.2,1.0,1,8.19672131147541
691,ckm_physicians,OR,7.2,1.0,1,7.468879668049793
692,eu_transportation,OR,7.2,1.0,1,7.434052757793765
693,lazega,OR,7.2,1.0,1,8.450704225352112
694,er2,OR,7.2,1.0,1,7.199999999999999
695,er3,OR,7.2,1.0,1,7.199999999999999
696,er5,OR,7.2,1.0,1,7.199999999999999
697,sf2,OR,7.2,1.0,1,7.199999999999999
698,sf3,OR,7.2,1.0,1,7.199999999999999
699,sf5,OR,7.2,1.0,1,7.199999999999999
700,aucs,OR,10.0,0.1,3,100.0
701,ckm_physicians,OR,10.0,0.1,4,100.0
702,eu_transportation,OR,10.0,0.1,4,100.0
703,lazega,OR,10.0,0.1,3,100.0
704,er2,OR,10.0,0.1,3,100.0
705,er3,OR,10.0,0.1,3,100.0
706,er5,OR,10.0,0.1,3,100.0
707,sf2,OR,10.0,0.1,3,79.9
708,sf3,OR,10.0,0.1,3,87.8
709,sf5,OR,10.0,0.1,3,98.8
710,aucs,OR,10.0,0.2,4,100.0
711,ckm_physicians,OR,10.0,0.2,4,100.0
712,eu_transportation,OR,10.0,0.2,4,100.0
713,lazega,OR,10.0,0.2,3,100.0
714,er2,OR,10.0,0.2,4,100.0
715,er3,OR,10.0,0.2,4,100.0
716,er5,OR,10.0,0.2,3,100.0
717,sf2,OR,10.0,0.2,3,79.9
718,sf3,OR,10.0,0.2,3,87.8
719,sf5,OR,10.0,0.2,3,98.8
720,aucs,OR,10.0,0.30000000000000004,4,100.0
721,ckm_physicians,OR,10.0,0.30000000000000004,5,100.0
722,eu_transportation,OR,10.0,0.30000000000000004,5,100.0
723,lazega,OR,10.0,0.30000000000000004,4,100.0
724,er2,OR,10.0,0.30000000000000004,5,100.0
725,er3,OR,10.0,0.30000000000000004,4,100.0
726,er5,OR,10.0,0.30000000000000004,4,100.0
727,sf2,OR,10.0,0.30000000000000004,4,79.9
728,sf3,OR,10.0,0.30000000000000004,3,87.8
729,sf5,OR,10.0,0.30000000000000004,3,98.8
730,aucs,OR,10.0,0.4,5,100.0
731,ckm_physicians,OR,10.0,0.4,7,100.0
732,eu_transportation,OR,10.0,0.4,7,98.56115107913669
733,lazega,OR,10.0,0.4,5,100.0
734,er2,OR,10.0,0.4,7,100.0
735,er3,OR,10.0,0.4,6,100.0
736,er5,OR,10.0,0.4,5,100.0
737,sf2,OR,10.0,0.4,4,79.9
738,sf3,OR,10.0,0.4,4,87.8
739,sf5,OR,10.0,0.4,4,98.8
740,aucs,OR,10.0,0.5,9,100.0
741,ckm_physicians,OR,10.0,0.5,12,96.6804979253112
742,eu_transportation,OR,10.0,0.5,8,95.92326139088729
743,lazega,OR,10.0,0.5,3,16.901408450704224
744,er2,OR,10.0,0.5,7,17.7
745,er3,OR,10.0,0.5,12,100.0
746,er5,OR,10.0,0.5,9,100.0
747,sf2,OR,10.0,0.5,6,79.9
748,sf3,OR,10.0,0.5,5,87.8
749,sf5,OR,10.0,0.5,5,98.8
750,aucs,OR,10.0,0.6,12,100.0
751,ckm_physicians,OR,10.0,0.6,12,96.6804979253112
752,eu_transportation,OR,10.0,0.6,8,95.92326139088729
753,lazega,OR,10.0,0.6,2,12.676056338028168
754,er2,OR,10.0,0.6,7,15.9
755,er3,OR,10.0,0.6,17,100.0
756,er5,OR,10.0,0.6,10,100.0
757,sf2,OR,10.0,0.6,7,79.9
758,sf3,OR,10.0,0.6,6,87.8
759,sf5,OR,10.0,0.6,5,98.8
760,aucs,OR,10.0,0.7000000000000001,4,29.508196721311474
761,ckm_physicians,OR,10.0,0.7000000000000001,3,21.991701244813278
762,eu_transportation,OR,10.0,0.7000000000000001,5,91.60671462829735
763,lazega,OR,10.0,0.7000000000000001,1,11.267605633802818
764,er2,OR,10.0,0.7000000000000001,3,11.5
765,er3,OR,10.0,0.7000000000000001,3,13.900000000000002
766,er5,OR,10.0,0.7000000000000001,4,12.5
767,sf2,OR,10.0,0.7000000000000001,8,28.1
768,sf3,OR,10.0,0.7000000000000001,25,84.0
769,sf5,OR,10.0,0.7000000000000001,8,98.8
770,aucs,OR,10.0,0.8,3,24.59016393442623
771,ckm_physicians,OR,10.0,0.8,3,17.842323651452283
772,eu_transportation,OR,10.0,0.8,6,91.60671462829735
773,lazega,OR,10.0,0.8,1,11.267605633802818
774,er2,OR,10.0,0.8,2,10.8
775,er3,OR,10.0,0.8,3,13.100000000000001
776,er5,OR,10.0,0.8,3,11.200000000000001
777,sf2,OR,10.0,0.8,5,18.4
778,sf3,OR,10.0,0.8,5,22.400000000000002
779,sf5,OR,10.0,0.8,19,98.3
780,aucs,OR,10.0,0.9,3,24.59016393442623
781,ckm_physicians,OR,10.0,0.9,3,17.842323651452283
782,eu_transportation,OR,10.0,0.9,5,89.20863309352518
783,lazega,OR,10.0,0.9,1,11.267605633802818
784,er2,OR,10.0,0.9,2,10.8
785,er3,OR,10.0,0.9,3,13.100000000000001
786,er5,OR,10.0,0.9,3,11.1
787,sf2,OR,10.0,0.9,5,18.4
788,sf3,OR,10.0,0.9,4,21.8
789,sf5,OR,10.0,0.9,37,71.2
790,aucs,OR,10.0,1.0,1,11.475409836065573
791,ckm_physicians,OR,10.0,1.0,1,10.37344398340249
792,eu_transportation,OR,10.0,1.0,1,10.071942446043165
793,lazega,OR,10.0,1.0,1,11.267605633802818
794,er2,OR,10.0,1.0,1,10.0
795,er3,OR,10.0,1.0,1,10.0
796,er5,OR,10.0,1.0,1,10.0
797,sf2,OR,10.0,1.0,1,10.0
798,sf3,OR,10.0,1.0,1,10.0
799,sf5,OR,10.0,1.0,1,10.0
800,aucs,OR,13.89,0.1,3,100.0
801,ckm_physicians,OR,13.89,0.1,4,100.0
802,eu_transportation,OR,13.89,0.1,4,100.0
803,lazega,OR,13.89,0.1,3,100.0
804,er2,OR,13.89,0.1,3,100.0
805,er3,OR,13.89,0.1,3,100.0
