,network,protocol,seeding_budget,mi_value,diffusion_len,active_actors_prct,seed_actors_prct,gain,selection_metric
6817,sf2,AND,40,0.7000000000000001,2,55.7,40.0,26.16666666666667,page_rank_mln
6818,sf3,AND,40,0.7000000000000001,1,40.7,40.0,1.1666666666666596,page_rank_mln
6819,sf5,AND,40,0.7000000000000001,1,40.9,40.0,1.4999999999999976,page_rank_mln
6820,aucs,AND,40,0.8,0,40.98360655737705,40.98360655737705,0.0,page_rank_mln
6821,ckm_physicians,AND,40,0.8,1,47.30290456431535,40.24896265560166,11.805555555555548,page_rank_mln
6822,eu_transportation,AND,40,0.8,1,40.52757793764988,40.04796163069545,0.799999999999995,page_rank_mln
6823,lazega,AND,40,0.8,0,40.845070422535215,40.845070422535215,0.0,page_rank_mln
6824,er2,AND,40,0.8,1,43.6,40.0,6.000000000000002,page_rank_mln
6825,er3,AND,40,0.8,1,40.9,40.0,1.4999999999999976,page_rank_mln
6826,er5,AND,40,0.8,0,40.0,40.0,0.0,page_rank_mln
6827,sf2,AND,40,0.8,2,52.2,40.0,20.333333333333336,page_rank_mln
6828,sf3,AND,40,0.8,1,40.6,40.0,1.0000000000000024,page_rank_mln
6829,sf5,AND,40,0.8,1,40.2,40.0,0.3333333333333381,page_rank_mln
6830,aucs,AND,40,0.9,0,40.98360655737705,40.98360655737705,0.0,page_rank_mln
6831,ckm_physicians,AND,40,0.9,1,47.30290456431535,40.24896265560166,11.805555555555548,page_rank_mln
6832,eu_transportation,AND,40,0.9,1,40.52757793764988,40.04796163069545,0.799999999999995,page_rank_mln
6833,lazega,AND,40,0.9,0,40.845070422535215,40.845070422535215,0.0,page_rank_mln
6834,er2,AND,40,0.9,1,42.7,40.0,4.499999999999992,page_rank_mln
6835,er3,AND,40,0.9,1,40.6,40.0,1.0000000000000024,page_rank_mln
6836,er5,AND,40,0.9,0,40.0,40.0,0.0,page_rank_mln
6837,sf2,AND,40,0.9,1,51.9,40.0,19.83333333333333,page_rank_mln
6838,sf3,AND,40,0.9,1,40.6,40.0,1.0000000000000024,page_rank_mln
6839,sf5,AND,40,0.9,1,40.2,40.0,0.3333333333333381,page_rank_mln
6840,aucs,OR,1,0.1,3,100.0,1.639344262295082,100.0,neighbourhood_size
6841,ckm_physicians,OR,1,0.1,4,68.46473029045643,1.2448132780082988,68.0672268907563,neighbourhood_size
6842,eu_transportation,OR,1,0.1,4,100.0,1.1990407673860912,100.0,neighbourhood_size
6843,lazega,OR,1,0.1,3,100.0,1.4084507042253522,100.0,neighbourhood_size
6844,er2,OR,1,0.1,4,100.0,1.0,100.0,neighbourhood_size
6845,er3,OR,1,0.1,4,100.0,1.0,100.0,neighbourhood_size
6846,er5,OR,1,0.1,3,100.0,1.0,100.0,neighbourhood_size
6847,sf2,OR,1,0.1,3,79.9,1.0,79.6969696969697,neighbourhood_size
6848,sf3,OR,1,0.1,3,87.8,1.0,87.67676767676768,neighbourhood_size
6849,sf5,OR,1,0.1,3,98.8,1.0,98.78787878787878,neighbourhood_size
6850,aucs,OR,1,0.2,4,100.0,1.639344262295082,100.0,neighbourhood_size
6851,ckm_physicians,OR,1,0.2,4,68.46473029045643,1.2448132780082988,68.0672268907563,neighbourhood_size
6852,eu_transportation,OR,1,0.2,4,100.0,1.1990407673860912,100.0,neighbourhood_size
6853,lazega,OR,1,0.2,1,4.225352112676056,1.4084507042253522,2.857142857142857,neighbourhood_size
6854,er2,OR,1,0.2,6,100.0,1.0,100.0,neighbourhood_size
6855,er3,OR,1,0.2,5,100.0,1.0,100.0,neighbourhood_size
6856,er5,OR,1,0.2,4,100.0,1.0,100.0,neighbourhood_size
6857,sf2,OR,1,0.2,4,79.9,1.0,79.6969696969697,neighbourhood_size
6858,sf3,OR,1,0.2,4,87.8,1.0,87.67676767676768,neighbourhood_size
6859,sf5,OR,1,0.2,3,98.8,1.0,98.78787878787878,neighbourhood_size
6860,aucs,OR,1,0.3,5,100.0,1.639344262295082,100.0,neighbourhood_size
6861,ckm_physicians,OR,1,0.3,5,68.46473029045643,1.2448132780082988,68.0672268907563,neighbourhood_size
6862,eu_transportation,OR,1,0.3,5,100.0,1.1990407673860912,100.0,neighbourhood_size
6863,lazega,OR,1,0.3,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6864,er2,OR,1,0.3,5,5.0,1.0,4.040404040404041,neighbourhood_size
6865,er3,OR,1,0.3,6,100.0,1.0,100.0,neighbourhood_size
6866,er5,OR,1,0.3,5,100.0,1.0,100.0,neighbourhood_size
6867,sf2,OR,1,0.3,5,79.9,1.0,79.6969696969697,neighbourhood_size
6868,sf3,OR,1,0.3,5,87.8,1.0,87.67676767676768,neighbourhood_size
6869,sf5,OR,1,0.3,3,98.8,1.0,98.78787878787878,neighbourhood_size
6870,aucs,OR,1,0.4,17,100.0,1.639344262295082,100.0,neighbourhood_size
6871,ckm_physicians,OR,1,0.4,4,21.99170124481328,1.2448132780082988,21.008403361344534,neighbourhood_size
6872,eu_transportation,OR,1,0.4,7,98.56115107913668,1.1990407673860912,98.54368932038837,neighbourhood_size
6873,lazega,OR,1,0.4,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6874,er2,OR,1,0.4,1,1.1,1.0,0.1010101010101008,neighbourhood_size
6875,er3,OR,1,0.4,12,5.7,1.0,4.747474747474747,neighbourhood_size
6876,er5,OR,1,0.4,3,1.7999999999999998,1.0,0.808080808080808,neighbourhood_size
6877,sf2,OR,1,0.4,7,9.3,1.0,8.383838383838386,neighbourhood_size
6878,sf3,OR,1,0.4,12,87.8,1.0,87.67676767676768,neighbourhood_size
6879,sf5,OR,1,0.4,6,98.8,1.0,98.78787878787878,neighbourhood_size
6880,aucs,OR,1,0.5,0,1.639344262295082,1.639344262295082,0.0,neighbourhood_size
6881,ckm_physicians,OR,1,0.5,9,20.74688796680498,1.2448132780082988,19.747899159663863,neighbourhood_size
6882,eu_transportation,OR,1,0.5,8,95.92326139088728,1.1990407673860912,95.873786407767,neighbourhood_size
6883,lazega,OR,1,0.5,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6884,er2,OR,1,0.5,0,1.0,1.0,0.0,neighbourhood_size
6885,er3,OR,1,0.5,2,1.7000000000000002,1.0,0.7070707070707072,neighbourhood_size
6886,er5,OR,1,0.5,1,1.2,1.0,0.202020202020202,neighbourhood_size
6887,sf2,OR,1,0.5,2,3.7,1.0,2.727272727272727,neighbourhood_size
6888,sf3,OR,1,0.5,2,2.8000000000000003,1.0,1.8181818181818183,neighbourhood_size
6889,sf5,OR,1,0.5,7,9.9,1.0,8.98989898989899,neighbourhood_size
6890,aucs,OR,1,0.6,0,1.639344262295082,1.639344262295082,0.0,neighbourhood_size
6891,ckm_physicians,OR,1,0.6,9,20.74688796680498,1.2448132780082988,19.747899159663863,neighbourhood_size
6892,eu_transportation,OR,1,0.6,8,95.92326139088728,1.1990407673860912,95.873786407767,neighbourhood_size
6893,lazega,OR,1,0.6,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6894,er2,OR,1,0.6,0,1.0,1.0,0.0,neighbourhood_size
6895,er3,OR,1,0.6,2,1.7000000000000002,1.0,0.7070707070707072,neighbourhood_size
6896,er5,OR,1,0.6,1,1.2,1.0,0.202020202020202,neighbourhood_size
6897,sf2,OR,1,0.6,2,3.7,1.0,2.727272727272727,neighbourhood_size
6898,sf3,OR,1,0.6,2,2.8000000000000003,1.0,1.8181818181818183,neighbourhood_size
6899,sf5,OR,1,0.6,5,9.5,1.0,8.585858585858587,neighbourhood_size
6900,aucs,OR,1,0.7000000000000001,0,1.639344262295082,1.639344262295082,0.0,neighbourhood_size
6901,ckm_physicians,OR,1,0.7000000000000001,1,1.6597510373443984,1.2448132780082988,0.4201680672268908,neighbourhood_size
6902,eu_transportation,OR,1,0.7000000000000001,5,91.60671462829735,1.1990407673860912,91.50485436893204,neighbourhood_size
6903,lazega,OR,1,0.7000000000000001,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6904,er2,OR,1,0.7000000000000001,0,1.0,1.0,0.0,neighbourhood_size
6905,er3,OR,1,0.7000000000000001,2,1.5,1.0,0.5050505050505051,neighbourhood_size
6906,er5,OR,1,0.7000000000000001,1,1.2,1.0,0.202020202020202,neighbourhood_size
6907,sf2,OR,1,0.7000000000000001,1,1.7000000000000002,1.0,0.7070707070707072,neighbourhood_size
6908,sf3,OR,1,0.7000000000000001,1,1.4,1.0,0.4040404040404042,neighbourhood_size
6909,sf5,OR,1,0.7000000000000001,2,4.1000000000000005,1.0,3.131313131313132,neighbourhood_size
6910,aucs,OR,1,0.8,0,1.639344262295082,1.639344262295082,0.0,neighbourhood_size
6911,ckm_physicians,OR,1,0.8,1,1.6597510373443984,1.2448132780082988,0.4201680672268908,neighbourhood_size
6912,eu_transportation,OR,1,0.8,6,91.60671462829735,1.1990407673860912,91.50485436893204,neighbourhood_size
6913,lazega,OR,1,0.8,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6914,er2,OR,1,0.8,0,1.0,1.0,0.0,neighbourhood_size
6915,er3,OR,1,0.8,2,1.5,1.0,0.5050505050505051,neighbourhood_size
6916,er5,OR,1,0.8,1,1.2,1.0,0.202020202020202,neighbourhood_size
6917,sf2,OR,1,0.8,1,1.7000000000000002,1.0,0.7070707070707072,neighbourhood_size
6918,sf3,OR,1,0.8,1,1.4,1.0,0.4040404040404042,neighbourhood_size
6919,sf5,OR,1,0.8,2,4.1000000000000005,1.0,3.131313131313132,neighbourhood_size
6920,aucs,OR,1,0.9,0,1.639344262295082,1.639344262295082,0.0,neighbourhood_size
6921,ckm_physicians,OR,1,0.9,1,1.6597510373443984,1.2448132780082988,0.4201680672268908,neighbourhood_size
6922,eu_transportation,OR,1,0.9,7,89.20863309352518,1.1990407673860912,89.07766990291262,neighbourhood_size
6923,lazega,OR,1,0.9,0,1.4084507042253522,1.4084507042253522,0.0,neighbourhood_size
6924,er2,OR,1,0.9,0,1.0,1.0,0.0,neighbourhood_size
6925,er3,OR,1,0.9,2,1.5,1.0,0.5050505050505051,neighbourhood_size
6926,er5,OR,1,0.9,1,1.2,1.0,0.202020202020202,neighbourhood_size
6927,sf2,OR,1,0.9,1,1.7000000000000002,1.0,0.7070707070707072,neighbourhood_size
6928,sf3,OR,1,0.9,1,1.4,1.0,0.4040404040404042,neighbourhood_size
6929,sf5,OR,1,0.9,2,4.1000000000000005,1.0,3.131313131313132,neighbourhood_size
6930,aucs,OR,2,0.1,2,100.0,3.278688524590164,100.0,neighbourhood_size
6931,ckm_physicians,OR,2,0.1,3,68.46473029045643,2.0746887966804977,67.79661016949152,neighbourhood_size
6932,eu_transportation,OR,2,0.1,4,100.0,2.158273381294964,100.0,neighbourhood_size
6933,lazega,OR,2,0.1,2,100.0,2.8169014084507045,100.0,neighbourhood_size
6934,er2,OR,2,0.1,3,100.0,2.0,100.0,neighbourhood_size
6935,er3,OR,2,0.1,3,100.0,2.0,100.0,neighbourhood_size
6936,er5,OR,2,0.1,3,100.0,2.0,100.0,neighbourhood_size
6937,sf2,OR,2,0.1,3,79.9,2.0,79.48979591836735,neighbourhood_size
6938,sf3,OR,2,0.1,3,87.8,2.0,87.55102040816327,neighbourhood_size
6939,sf5,OR,2,0.1,2,98.8,2.0,98.77551020408164,neighbourhood_size
6940,aucs,OR,2,0.2,3,100.0,3.278688524590164,100.0,neighbourhood_size
6941,ckm_physicians,OR,2,0.2,4,68.46473029045643,2.0746887966804977,67.79661016949152,neighbourhood_size
6942,eu_transportation,OR,2,0.2,4,100.0,2.158273381294964,100.0,neighbourhood_size
6943,lazega,OR,2,0.2,3,100.0,2.8169014084507045,100.0,neighbourhood_size
6944,er2,OR,2,0.2,5,100.0,2.0,100.0,neighbourhood_size
6945,er3,OR,2,0.2,4,100.0,2.0,100.0,neighbourhood_size
6946,er5,OR,2,0.2,3,100.0,2.0,100.0,neighbourhood_size
6947,sf2,OR,2,0.2,3,79.9,2.0,79.48979591836735,neighbourhood_size
6948,sf3,OR,2,0.2,3,87.8,2.0,87.55102040816327,neighbourhood_size
6949,sf5,OR,2,0.2,3,98.8,2.0,98.77551020408164,neighbourhood_size
6950,aucs,OR,2,0.3,4,100.0,3.278688524590164,100.0,neighbourhood_size
6951,ckm_physicians,OR,2,0.3,5,68.46473029045643,2.0746887966804977,67.79661016949152,neighbourhood_size
6952,eu_transportation,OR,2,0.3,5,100.0,2.158273381294964,100.0,neighbourhood_size
6953,lazega,OR,2,0.3,1,7.042253521126761,2.8169014084507045,4.3478260869565215,neighbourhood_size
6954,er2,OR,2,0.3,9,100.0,2.0,100.0,neighbourhood_size
6955,er3,OR,2,0.3,5,100.0,2.0,100.0,neighbourhood_size
6956,er5,OR,2,0.3,4,100.0,2.0,100.0,neighbourhood_size
6957,sf2,OR,2,0.3,4,79.9,2.0,79.48979591836735,neighbourhood_size
6958,sf3,OR,2,0.3,4,87.8,2.0,87.55102040816327,neighbourhood_size
6959,sf5,OR,2,0.3,3,98.8,2.0,98.77551020408164,neighbourhood_size
6960,aucs,OR,2,0.4,6,100.0,3.278688524590164,100.0,neighbourhood_size
6961,ckm_physicians,OR,2,0.4,9,68.46473029045643,2.0746887966804977,67.79661016949152,neighbourhood_size
6962,eu_transportation,OR,2,0.4,7,98.56115107913668,2.158273381294964,98.52941176470588,neighbourhood_size
6963,lazega,OR,2,0.4,1,4.225352112676056,2.8169014084507045,1.44927536231884,neighbourhood_size
6964,er2,OR,2,0.4,2,3.6,2.0,1.6326530612244896,neighbourhood_size
6965,er3,OR,2,0.4,15,100.0,2.0,100.0,neighbourhood_size
6966,er5,OR,2,0.4,8,7.1,2.0,5.204081632653061,neighbourhood_size
6967,sf2,OR,2,0.4,8,79.9,2.0,79.48979591836735,neighbourhood_size
6968,sf3,OR,2,0.4,6,87.8,2.0,87.55102040816327,neighbourhood_size
6969,sf5,OR,2,0.4,4,98.8,2.0,98.77551020408164,neighbourhood_size
6970,aucs,OR,2,0.5,3,14.754098360655735,3.278688524590164,11.864406779661016,neighbourhood_size
6971,ckm_physicians,OR,2,0.5,5,24.066390041493776,2.0746887966804977,22.457627118644076,neighbourhood_size
6972,eu_transportation,OR,2,0.5,8,95.92326139088728,2.158273381294964,95.83333333333331,neighbourhood_size
6973,lazega,OR,2,0.5,0,2.8169014084507045,2.8169014084507045,0.0,neighbourhood_size
6974,er2,OR,2,0.5,1,2.3,2.0,0.3061224489795917,neighbourhood_size
6975,er3,OR,2,0.5,2,2.9000000000000004,2.0,0.9183673469387758,neighbourhood_size
6976,er5,OR,2,0.5,1,2.6,2.0,0.6122448979591838,neighbourhood_size
6977,sf2,OR,2,0.5,5,10.6,2.0,8.775510204081632,neighbourhood_size
6978,sf3,OR,2,0.5,6,13.0,2.0,11.224489795918368,neighbourhood_size
6979,sf5,OR,2,0.5,7,98.8,2.0,98.77551020408164,neighbourhood_size
6980,aucs,OR,2,0.6,3,14.754098360655735,3.278688524590164,11.864406779661016,neighbourhood_size
6981,ckm_physicians,OR,2,0.6,5,22.40663900414938,2.0746887966804977,20.762711864406786,neighbourhood_size
6982,eu_transportation,OR,2,0.6,8,95.92326139088728,2.158273381294964,95.83333333333331,neighbourhood_size
6983,lazega,OR,2,0.6,0,2.8169014084507045,2.8169014084507045,0.0,neighbourhood_size
6984,er2,OR,2,0.6,1,2.3,2.0,0.3061224489795917,neighbourhood_size
6985,er3,OR,2,0.6,2,2.9000000000000004,2.0,0.9183673469387758,neighbourhood_size
6986,er5,OR,2,0.6,1,2.6,2.0,0.6122448979591838,neighbourhood_size
6987,sf2,OR,2,0.6,5,10.5,2.0,8.673469387755102,neighbourhood_size
6988,sf3,OR,2,0.6,5,12.0,2.0,10.20408163265306,neighbourhood_size
6989,sf5,OR,2,0.6,8,98.8,2.0,98.77551020408164,neighbourhood_size
6990,aucs,OR,2,0.7000000000000001,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
6991,ckm_physicians,OR,2,0.7000000000000001,1,3.319502074688797,2.0746887966804977,1.2711864406779667,neighbourhood_size
6992,eu_transportation,OR,2,0.7000000000000001,5,91.60671462829735,2.158273381294964,91.42156862745097,neighbourhood_size
6993,lazega,OR,2,0.7000000000000001,0,2.8169014084507045,2.8169014084507045,0.0,neighbourhood_size
6994,er2,OR,2,0.7000000000000001,1,2.1,2.0,0.1020408163265307,neighbourhood_size
6995,er3,OR,2,0.7000000000000001,2,2.7,2.0,0.7142857142857144,neighbourhood_size
6996,er5,OR,2,0.7000000000000001,1,2.5,2.0,0.5102040816326531,neighbourhood_size
6997,sf2,OR,2,0.7000000000000001,2,3.2,2.0,1.2244897959183676,neighbourhood_size
6998,sf3,OR,2,0.7000000000000001,2,4.4,2.0,2.4489795918367343,neighbourhood_size
6999,sf5,OR,2,0.7000000000000001,4,10.1,2.0,8.265306122448981,neighbourhood_size
7000,aucs,OR,2,0.8,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
7001,ckm_physicians,OR,2,0.8,1,3.319502074688797,2.0746887966804977,1.2711864406779667,neighbourhood_size
7002,eu_transportation,OR,2,0.8,6,91.60671462829735,2.158273381294964,91.42156862745097,neighbourhood_size
7003,lazega,OR,2,0.8,0,2.8169014084507045,2.8169014084507045,0.0,neighbourhood_size
7004,er2,OR,2,0.8,1,2.1,2.0,0.1020408163265307,neighbourhood_size
7005,er3,OR,2,0.8,2,2.7,2.0,0.7142857142857144,neighbourhood_size
7006,er5,OR,2,0.8,1,2.5,2.0,0.5102040816326531,neighbourhood_size
7007,sf2,OR,2,0.8,1,3.0,2.0,1.020408163265306,neighbourhood_size
7008,sf3,OR,2,0.8,1,3.7,2.0,1.73469387755102,neighbourhood_size
7009,sf5,OR,2,0.8,4,8.799999999999999,2.0,6.9387755102040805,neighbourhood_size
7010,aucs,OR,2,0.9,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
7011,ckm_physicians,OR,2,0.9,1,3.319502074688797,2.0746887966804977,1.2711864406779667,neighbourhood_size
7012,eu_transportation,OR,2,0.9,7,89.20863309352518,2.158273381294964,88.97058823529412,neighbourhood_size
7013,lazega,OR,2,0.9,0,2.8169014084507045,2.8169014084507045,0.0,neighbourhood_size
7014,er2,OR,2,0.9,1,2.1,2.0,0.1020408163265307,neighbourhood_size
7015,er3,OR,2,0.9,2,2.7,2.0,0.7142857142857144,neighbourhood_size
7016,er5,OR,2,0.9,1,2.5,2.0,0.5102040816326531,neighbourhood_size
7017,sf2,OR,2,0.9,1,3.0,2.0,1.020408163265306,neighbourhood_size
7018,sf3,OR,2,0.9,1,3.7,2.0,1.73469387755102,neighbourhood_size
7019,sf5,OR,2,0.9,4,8.799999999999999,2.0,6.9387755102040805,neighbourhood_size
7020,aucs,OR,3,0.1,2,100.0,3.278688524590164,100.0,neighbourhood_size
7021,ckm_physicians,OR,3,0.1,3,68.46473029045643,3.319502074688797,67.38197424892704,neighbourhood_size
7022,eu_transportation,OR,3,0.1,4,100.0,3.117505995203837,100.0,neighbourhood_size
7023,lazega,OR,3,0.1,2,100.0,4.225352112676056,100.0,neighbourhood_size
7024,er2,OR,3,0.1,3,100.0,3.0,100.0,neighbourhood_size
7025,er3,OR,3,0.1,3,100.0,3.0,100.0,neighbourhood_size
7026,er5,OR,3,0.1,2,100.0,3.0,100.0,neighbourhood_size
7027,sf2,OR,3,0.1,3,79.9,3.0,79.27835051546393,neighbourhood_size
7028,sf3,OR,3,0.1,2,87.8,3.0,87.42268041237114,neighbourhood_size
7029,sf5,OR,3,0.1,2,98.8,3.0,98.76288659793816,neighbourhood_size
7030,aucs,OR,3,0.2,3,100.0,3.278688524590164,100.0,neighbourhood_size
7031,ckm_physicians,OR,3,0.2,3,68.46473029045643,3.319502074688797,67.38197424892704,neighbourhood_size
7032,eu_transportation,OR,3,0.2,4,100.0,3.117505995203837,100.0,neighbourhood_size
7033,lazega,OR,3,0.2,3,100.0,4.225352112676056,100.0,neighbourhood_size
7034,er2,OR,3,0.2,4,100.0,3.0,100.0,neighbourhood_size
7035,er3,OR,3,0.2,4,100.0,3.0,100.0,neighbourhood_size
7036,er5,OR,3,0.2,3,100.0,3.0,100.0,neighbourhood_size
7037,sf2,OR,3,0.2,3,79.9,3.0,79.27835051546393,neighbourhood_size
7038,sf3,OR,3,0.2,3,87.8,3.0,87.42268041237114,neighbourhood_size
7039,sf5,OR,3,0.2,3,98.8,3.0,98.76288659793816,neighbourhood_size
7040,aucs,OR,3,0.3,4,100.0,3.278688524590164,100.0,neighbourhood_size
7041,ckm_physicians,OR,3,0.3,4,68.46473029045643,3.319502074688797,67.38197424892704,neighbourhood_size
7042,eu_transportation,OR,3,0.3,5,100.0,3.117505995203837,100.0,neighbourhood_size
7043,lazega,OR,3,0.3,4,100.0,4.225352112676056,100.0,neighbourhood_size
7044,er2,OR,3,0.3,7,100.0,3.0,100.0,neighbourhood_size
7045,er3,OR,3,0.3,4,100.0,3.0,100.0,neighbourhood_size
7046,er5,OR,3,0.3,4,100.0,3.0,100.0,neighbourhood_size
7047,sf2,OR,3,0.3,4,79.9,3.0,79.27835051546393,neighbourhood_size
7048,sf3,OR,3,0.3,3,87.8,3.0,87.42268041237114,neighbourhood_size
7049,sf5,OR,3,0.3,3,98.8,3.0,98.76288659793816,neighbourhood_size
7050,aucs,OR,3,0.4,6,100.0,3.278688524590164,100.0,neighbourhood_size
7051,ckm_physicians,OR,3,0.4,6,68.46473029045643,3.319502074688797,67.38197424892704,neighbourhood_size
7052,eu_transportation,OR,3,0.4,7,98.56115107913668,3.117505995203837,98.51485148514853,neighbourhood_size
7053,lazega,OR,3,0.4,1,9.859154929577464,4.225352112676056,5.882352941176471,neighbourhood_size
7054,er2,OR,3,0.4,3,6.0,3.0,3.0927835051546397,neighbourhood_size
7055,er3,OR,3,0.4,9,100.0,3.0,100.0,neighbourhood_size
7056,er5,OR,3,0.4,10,100.0,3.0,100.0,neighbourhood_size
7057,sf2,OR,3,0.4,6,79.9,3.0,79.27835051546393,neighbourhood_size
7058,sf3,OR,3,0.4,5,87.8,3.0,87.42268041237114,neighbourhood_size
7059,sf5,OR,3,0.4,4,98.8,3.0,98.76288659793816,neighbourhood_size
7060,aucs,OR,3,0.5,3,14.754098360655735,3.278688524590164,11.864406779661016,neighbourhood_size
7061,ckm_physicians,OR,3,0.5,5,27.38589211618257,3.319502074688797,24.892703862660948,neighbourhood_size
7062,eu_transportation,OR,3,0.5,8,95.92326139088728,3.117505995203837,95.7920792079208,neighbourhood_size
7063,lazega,OR,3,0.5,0,4.225352112676056,4.225352112676056,0.0,neighbourhood_size
7064,er2,OR,3,0.5,1,3.5000000000000004,3.0,0.5154639175257736,neighbourhood_size
7065,er3,OR,3,0.5,2,4.8,3.0,1.8556701030927831,neighbourhood_size
7066,er5,OR,3,0.5,1,3.8,3.0,0.824742268041237,neighbourhood_size
7067,sf2,OR,3,0.5,8,19.5,3.0,17.010309278350515,neighbourhood_size
7068,sf3,OR,3,0.5,11,87.8,3.0,87.42268041237114,neighbourhood_size
7069,sf5,OR,3,0.5,6,98.8,3.0,98.76288659793816,neighbourhood_size
7070,aucs,OR,3,0.6,3,14.754098360655735,3.278688524590164,11.864406779661016,neighbourhood_size
7071,ckm_physicians,OR,3,0.6,5,27.38589211618257,3.319502074688797,24.892703862660948,neighbourhood_size
7072,eu_transportation,OR,3,0.6,8,95.92326139088728,3.117505995203837,95.7920792079208,neighbourhood_size
7073,lazega,OR,3,0.6,0,4.225352112676056,4.225352112676056,0.0,neighbourhood_size
7074,er2,OR,3,0.6,1,3.5000000000000004,3.0,0.5154639175257736,neighbourhood_size
7075,er3,OR,3,0.6,2,4.8,3.0,1.8556701030927831,neighbourhood_size
7076,er5,OR,3,0.6,1,3.8,3.0,0.824742268041237,neighbourhood_size
7077,sf2,OR,3,0.6,6,17.8,3.0,15.257731958762887,neighbourhood_size
7078,sf3,OR,3,0.6,19,87.8,3.0,87.42268041237114,neighbourhood_size
7079,sf5,OR,3,0.6,6,98.8,3.0,98.76288659793816,neighbourhood_size
7080,aucs,OR,3,0.7000000000000001,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
7081,ckm_physicians,OR,3,0.7000000000000001,1,6.224066390041494,3.319502074688797,3.004291845493562,neighbourhood_size
7082,eu_transportation,OR,3,0.7000000000000001,4,91.60671462829735,3.117505995203837,91.33663366336631,neighbourhood_size
7083,lazega,OR,3,0.7000000000000001,0,4.225352112676056,4.225352112676056,0.0,neighbourhood_size
7084,er2,OR,3,0.7000000000000001,1,3.2,3.0,0.2061855670103094,neighbourhood_size
7085,er3,OR,3,0.7000000000000001,2,4.2,3.0,1.2371134020618555,neighbourhood_size
7086,er5,OR,3,0.7000000000000001,1,3.6,3.0,0.6185567010309274,neighbourhood_size
7087,sf2,OR,3,0.7000000000000001,2,5.2,3.0,2.2680412371134024,neighbourhood_size
7088,sf3,OR,3,0.7000000000000001,2,6.800000000000001,3.0,3.917525773195877,neighbourhood_size
7089,sf5,OR,3,0.7000000000000001,8,19.7,3.0,17.216494845360824,neighbourhood_size
7090,aucs,OR,3,0.8,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
7091,ckm_physicians,OR,3,0.8,1,6.224066390041494,3.319502074688797,3.004291845493562,neighbourhood_size
7092,eu_transportation,OR,3,0.8,5,91.60671462829735,3.117505995203837,91.33663366336631,neighbourhood_size
7093,lazega,OR,3,0.8,0,4.225352112676056,4.225352112676056,0.0,neighbourhood_size
7094,er2,OR,3,0.8,1,3.1,3.0,0.1030927835051547,neighbourhood_size
7095,er3,OR,3,0.8,2,4.2,3.0,1.2371134020618555,neighbourhood_size
7096,er5,OR,3,0.8,1,3.6,3.0,0.6185567010309274,neighbourhood_size
7097,sf2,OR,3,0.8,1,4.7,3.0,1.752577319587629,neighbourhood_size
7098,sf3,OR,3,0.8,2,5.2,3.0,2.2680412371134024,neighbourhood_size
7099,sf5,OR,3,0.8,5,14.099999999999998,3.0,11.443298969072163,neighbourhood_size
7100,aucs,OR,3,0.9,0,3.278688524590164,3.278688524590164,0.0,neighbourhood_size
7101,ckm_physicians,OR,3,0.9,1,6.224066390041494,3.319502074688797,3.004291845493562,neighbourhood_size
7102,eu_transportation,OR,3,0.9,6,89.20863309352518,3.117505995203837,88.86138613861387,neighbourhood_size
7103,lazega,OR,3,0.9,0,4.225352112676056,4.225352112676056,0.0,neighbourhood_size
7104,er2,OR,3,0.9,1,3.1,3.0,0.1030927835051547,neighbourhood_size
7105,er3,OR,3,0.9,2,4.2,3.0,1.2371134020618555,neighbourhood_size
7106,er5,OR,3,0.9,1,3.6,3.0,0.6185567010309274,neighbourhood_size
7107,sf2,OR,3,0.9,1,4.7,3.0,1.752577319587629,neighbourhood_size
7108,sf3,OR,3,0.9,2,5.2,3.0,2.2680412371134024,neighbourhood_size
7109,sf5,OR,3,0.9,5,14.099999999999998,3.0,11.443298969072163,neighbourhood_size
7110,aucs,OR,4,0.1,2,100.0,4.918032786885246,100.0,neighbourhood_size
7111,ckm_physicians,OR,4,0.1,3,68.46473029045643,4.149377593360995,67.0995670995671,neighbourhood_size
7112,eu_transportation,OR,4,0.1,4,100.0,4.07673860911271,100.0,neighbourhood_size
7113,lazega,OR,4,0.1,2,100.0,4.225352112676056,100.0,neighbourhood_size
7114,er2,OR,4,0.1,3,100.0,4.0,100.0,neighbourhood_size
7115,er3,OR,4,0.1,3,100.0,4.0,100.0,neighbourhood_size
7116,er5,OR,4,0.1,2,100.0,4.0,100.0,neighbourhood_size
7117,sf2,OR,4,0.1,2,79.9,4.0,79.06250000000001,neighbourhood_size
7118,sf3,OR,4,0.1,2,87.8,4.0,87.29166666666667,neighbourhood_size
7119,sf5,OR,4,0.1,2,98.8,4.0,98.75,neighbourhood_size
