,network,protocol,seeding_budget,mi_value,diffusion_len,active_actors_prct,seed_actors_prct,gain,selection_metric
20443,lazega,AND,40,0.2,2,100.0,40.845070422535215,100.0,k_shell_mln
20444,er2,AND,40,0.2,4,99.4,40.0,99.0,k_shell_mln
20445,er3,AND,40,0.2,4,96.5,40.0,94.16666666666669,k_shell_mln
20446,er5,AND,40,0.2,4,97.6,40.0,96.0,k_shell_mln
20447,sf2,AND,40,0.2,2,62.9,40.0,38.16666666666666,k_shell_mln
20448,sf3,AND,40,0.2,3,43.3,40.0,5.499999999999996,k_shell_mln
20449,sf5,AND,40,0.2,2,49.9,40.0,16.499999999999996,k_shell_mln
20450,aucs,AND,40,0.3,3,81.9672131147541,40.98360655737705,69.44444444444446,k_shell_mln
20451,ckm_physicians,AND,40,0.3,4,90.04149377593362,40.24896265560166,83.33333333333334,k_shell_mln
20452,eu_transportation,AND,40,0.3,11,100.0,40.04796163069545,100.0,k_shell_mln
20453,lazega,AND,40,0.3,2,100.0,40.845070422535215,100.0,k_shell_mln
20454,er2,AND,40,0.3,4,99.4,40.0,99.0,k_shell_mln
20455,er3,AND,40,0.3,6,96.5,40.0,94.16666666666669,k_shell_mln
20456,er5,AND,40,0.3,5,97.6,40.0,96.0,k_shell_mln
20457,sf2,AND,40,0.3,2,62.9,40.0,38.16666666666666,k_shell_mln
20458,sf3,AND,40,0.3,3,43.3,40.0,5.499999999999996,k_shell_mln
20459,sf5,AND,40,0.3,2,49.7,40.0,16.16666666666667,k_shell_mln
20460,aucs,AND,40,0.4,3,70.49180327868852,40.98360655737705,49.99999999999999,k_shell_mln
20461,ckm_physicians,AND,40,0.4,7,81.32780082987551,40.24896265560166,68.74999999999999,k_shell_mln
20462,eu_transportation,AND,40,0.4,3,93.28537170263787,40.04796163069545,88.8,k_shell_mln
20463,lazega,AND,40,0.4,3,100.0,40.845070422535215,100.0,k_shell_mln
20464,er2,AND,40,0.4,5,99.4,40.0,99.0,k_shell_mln
20465,er3,AND,40,0.4,12,94.2,40.0,90.33333333333331,k_shell_mln
20466,er5,AND,40,0.4,11,97.2,40.0,95.33333333333331,k_shell_mln
20467,sf2,AND,40,0.4,3,62.9,40.0,38.16666666666666,k_shell_mln
20468,sf3,AND,40,0.4,3,43.0,40.0,5.0,k_shell_mln
20469,sf5,AND,40,0.4,2,47.6,40.0,12.666666666666655,k_shell_mln
20470,aucs,AND,40,0.5,1,45.90163934426229,40.98360655737705,8.333333333333327,k_shell_mln
20471,ckm_physicians,AND,40,0.5,3,53.94190871369295,40.24896265560166,22.916666666666668,k_shell_mln
20472,eu_transportation,AND,40,0.5,4,88.96882494004797,40.04796163069545,81.60000000000001,k_shell_mln
20473,lazega,AND,40,0.5,4,100.0,40.845070422535215,100.0,k_shell_mln
20474,er2,AND,40,0.5,14,80.5,40.0,67.5,k_shell_mln
20475,er3,AND,40,0.5,4,49.3,40.0,15.499999999999996,k_shell_mln
20476,er5,AND,40,0.5,4,43.4,40.0,5.666666666666665,k_shell_mln
20477,sf2,AND,40,0.5,3,61.3,40.0,35.49999999999999,k_shell_mln
20478,sf3,AND,40,0.5,1,42.2,40.0,3.6666666666666594,k_shell_mln
20479,sf5,AND,40,0.5,3,45.0,40.0,8.333333333333334,k_shell_mln
20480,aucs,AND,40,0.6,1,45.90163934426229,40.98360655737705,8.333333333333327,k_shell_mln
20481,ckm_physicians,AND,40,0.6,3,53.94190871369295,40.24896265560166,22.916666666666668,k_shell_mln
20482,eu_transportation,AND,40,0.6,4,88.96882494004797,40.04796163069545,81.60000000000001,k_shell_mln
20483,lazega,AND,40,0.6,10,100.0,40.845070422535215,100.0,k_shell_mln
20484,er2,AND,40,0.6,11,75.3,40.0,58.83333333333333,k_shell_mln
20485,er3,AND,40,0.6,4,48.7,40.0,14.499999999999991,k_shell_mln
20486,er5,AND,40,0.6,2,41.9,40.0,3.1666666666666643,k_shell_mln
20487,sf2,AND,40,0.6,5,61.3,40.0,35.49999999999999,k_shell_mln
20488,sf3,AND,40,0.6,1,42.2,40.0,3.6666666666666594,k_shell_mln
20489,sf5,AND,40,0.6,3,44.9,40.0,8.166666666666664,k_shell_mln
20490,aucs,AND,40,0.7000000000000001,2,45.90163934426229,40.98360655737705,8.333333333333327,k_shell_mln
20491,ckm_physicians,AND,40,0.7000000000000001,1,46.88796680497925,40.24896265560166,11.111111111111107,k_shell_mln
20492,eu_transportation,AND,40,0.7000000000000001,3,86.33093525179856,40.04796163069545,77.2,k_shell_mln
20493,lazega,AND,40,0.7000000000000001,0,40.845070422535215,40.845070422535215,0.0,k_shell_mln
20494,er2,AND,40,0.7000000000000001,3,49.8,40.0,16.33333333333333,k_shell_mln
20495,er3,AND,40,0.7000000000000001,3,42.0,40.0,3.333333333333333,k_shell_mln
20496,er5,AND,40,0.7000000000000001,1,40.1,40.0,0.166666666666669,k_shell_mln
20497,sf2,AND,40,0.7000000000000001,3,53.2,40.0,22.000000000000004,k_shell_mln
20498,sf3,AND,40,0.7000000000000001,1,41.4,40.0,2.333333333333331,k_shell_mln
20499,sf5,AND,40,0.7000000000000001,1,41.2,40.0,1.999999999999993,k_shell_mln
20500,aucs,AND,40,0.8,1,42.62295081967213,40.98360655737705,2.7777777777777675,k_shell_mln
20501,ckm_physicians,AND,40,0.8,1,45.22821576763486,40.24896265560166,8.33333333333334,k_shell_mln
20502,eu_transportation,AND,40,0.8,1,84.17266187050359,40.04796163069545,73.6,k_shell_mln
20503,lazega,AND,40,0.8,0,40.845070422535215,40.845070422535215,0.0,k_shell_mln
20504,er2,AND,40,0.8,1,43.4,40.0,5.666666666666665,k_shell_mln
20505,er3,AND,40,0.8,1,40.5,40.0,0.8333333333333334,k_shell_mln
20506,er5,AND,40,0.8,0,40.0,40.0,0.0,k_shell_mln
20507,sf2,AND,40,0.8,1,48.1,40.0,13.500000000000002,k_shell_mln
20508,sf3,AND,40,0.8,1,41.2,40.0,1.999999999999993,k_shell_mln
20509,sf5,AND,40,0.8,1,40.400000000000006,40.0,0.6666666666666762,k_shell_mln
20510,aucs,AND,40,0.9,1,42.62295081967213,40.98360655737705,2.7777777777777675,k_shell_mln
20511,ckm_physicians,AND,40,0.9,1,45.22821576763486,40.24896265560166,8.33333333333334,k_shell_mln
20512,eu_transportation,AND,40,0.9,1,84.17266187050359,40.04796163069545,73.6,k_shell_mln
20513,lazega,AND,40,0.9,0,40.845070422535215,40.845070422535215,0.0,k_shell_mln
20514,er2,AND,40,0.9,1,42.8,40.0,4.666666666666662,k_shell_mln
20515,er3,AND,40,0.9,1,40.5,40.0,0.8333333333333334,k_shell_mln
20516,er5,AND,40,0.9,0,40.0,40.0,0.0,k_shell_mln
20517,sf2,AND,40,0.9,1,48.1,40.0,13.500000000000002,k_shell_mln
20518,sf3,AND,40,0.9,1,41.1,40.0,1.833333333333324,k_shell_mln
20519,sf5,AND,40,0.9,1,40.3,40.0,0.5000000000000071,k_shell_mln
20520,aucs,OR,1,0.1,3,100.0,1.639344262295082,100.0,page_rank
20521,ckm_physicians,OR,1,0.1,4,68.46473029045643,1.2448132780082988,68.0672268907563,page_rank
20522,eu_transportation,OR,1,0.1,5,100.0,1.1990407673860912,100.0,page_rank
20523,lazega,OR,1,0.1,3,100.0,1.4084507042253522,100.0,page_rank
20524,er2,OR,1,0.1,4,100.0,1.0,100.0,page_rank
20525,er3,OR,1,0.1,3,100.0,1.0,100.0,page_rank
20526,er5,OR,1,0.1,3,100.0,1.0,100.0,page_rank
20527,sf2,OR,1,0.1,3,79.9,1.0,79.6969696969697,page_rank
20528,sf3,OR,1,0.1,3,87.8,1.0,87.67676767676768,page_rank
20529,sf5,OR,1,0.1,3,98.8,1.0,98.78787878787878,page_rank
20530,aucs,OR,1,0.2,5,100.0,1.639344262295082,100.0,page_rank
20531,ckm_physicians,OR,1,0.2,5,68.46473029045643,1.2448132780082988,68.0672268907563,page_rank
20532,eu_transportation,OR,1,0.2,5,100.0,1.1990407673860912,100.0,page_rank
20533,lazega,OR,1,0.2,1,4.225352112676056,1.4084507042253522,2.857142857142857,page_rank
20534,er2,OR,1,0.2,6,100.0,1.0,100.0,page_rank
20535,er3,OR,1,0.2,5,100.0,1.0,100.0,page_rank
20536,er5,OR,1,0.2,4,100.0,1.0,100.0,page_rank
20537,sf2,OR,1,0.2,3,79.9,1.0,79.6969696969697,page_rank
20538,sf3,OR,1,0.2,4,87.8,1.0,87.67676767676768,page_rank
20539,sf5,OR,1,0.2,3,98.8,1.0,98.78787878787878,page_rank
20540,aucs,OR,1,0.3,7,100.0,1.639344262295082,100.0,page_rank
20541,ckm_physicians,OR,1,0.3,5,68.46473029045643,1.2448132780082988,68.0672268907563,page_rank
20542,eu_transportation,OR,1,0.3,6,100.0,1.1990407673860912,100.0,page_rank
20543,lazega,OR,1,0.3,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20544,er2,OR,1,0.3,13,100.0,1.0,100.0,page_rank
20545,er3,OR,1,0.3,6,100.0,1.0,100.0,page_rank
20546,er5,OR,1,0.3,5,100.0,1.0,100.0,page_rank
20547,sf2,OR,1,0.3,5,79.9,1.0,79.6969696969697,page_rank
20548,sf3,OR,1,0.3,5,87.8,1.0,87.67676767676768,page_rank
20549,sf5,OR,1,0.3,4,98.8,1.0,98.78787878787878,page_rank
20550,aucs,OR,1,0.4,0,1.639344262295082,1.639344262295082,0.0,page_rank
20551,ckm_physicians,OR,1,0.4,4,21.99170124481328,1.2448132780082988,21.008403361344534,page_rank
20552,eu_transportation,OR,1,0.4,8,98.56115107913668,1.1990407673860912,98.54368932038837,page_rank
20553,lazega,OR,1,0.4,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20554,er2,OR,1,0.4,1,1.4,1.0,0.4040404040404042,page_rank
20555,er3,OR,1,0.4,12,6.1,1.0,5.151515151515151,page_rank
20556,er5,OR,1,0.4,4,4.0,1.0,3.0303030303030303,page_rank
20557,sf2,OR,1,0.4,8,8.4,1.0,7.474747474747475,page_rank
20558,sf3,OR,1,0.4,11,87.8,1.0,87.67676767676768,page_rank
20559,sf5,OR,1,0.4,6,98.8,1.0,98.78787878787878,page_rank
20560,aucs,OR,1,0.5,0,1.639344262295082,1.639344262295082,0.0,page_rank
20561,ckm_physicians,OR,1,0.5,9,20.33195020746888,1.2448132780082988,19.327731092436974,page_rank
20562,eu_transportation,OR,1,0.5,10,96.40287769784172,1.1990407673860912,96.35922330097088,page_rank
20563,lazega,OR,1,0.5,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20564,er2,OR,1,0.5,0,1.0,1.0,0.0,page_rank
20565,er3,OR,1,0.5,1,1.4,1.0,0.4040404040404042,page_rank
20566,er5,OR,1,0.5,1,1.4,1.0,0.4040404040404042,page_rank
20567,sf2,OR,1,0.5,2,3.6,1.0,2.626262626262626,page_rank
20568,sf3,OR,1,0.5,3,4.6,1.0,3.636363636363636,page_rank
20569,sf5,OR,1,0.5,9,12.5,1.0,11.616161616161616,page_rank
20570,aucs,OR,1,0.6,0,1.639344262295082,1.639344262295082,0.0,page_rank
20571,ckm_physicians,OR,1,0.6,9,20.33195020746888,1.2448132780082988,19.327731092436974,page_rank
20572,eu_transportation,OR,1,0.6,10,96.40287769784172,1.1990407673860912,96.35922330097088,page_rank
20573,lazega,OR,1,0.6,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20574,er2,OR,1,0.6,0,1.0,1.0,0.0,page_rank
20575,er3,OR,1,0.6,1,1.4,1.0,0.4040404040404042,page_rank
20576,er5,OR,1,0.6,1,1.4,1.0,0.4040404040404042,page_rank
20577,sf2,OR,1,0.6,2,3.6,1.0,2.626262626262626,page_rank
20578,sf3,OR,1,0.6,3,4.6,1.0,3.636363636363636,page_rank
20579,sf5,OR,1,0.6,9,12.5,1.0,11.616161616161616,page_rank
20580,aucs,OR,1,0.7000000000000001,0,1.639344262295082,1.639344262295082,0.0,page_rank
20581,ckm_physicians,OR,1,0.7000000000000001,0,1.2448132780082988,1.2448132780082988,0.0,page_rank
20582,eu_transportation,OR,1,0.7000000000000001,6,92.56594724220624,1.1990407673860912,92.4757281553398,page_rank
20583,lazega,OR,1,0.7000000000000001,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20584,er2,OR,1,0.7000000000000001,0,1.0,1.0,0.0,page_rank
20585,er3,OR,1,0.7000000000000001,1,1.4,1.0,0.4040404040404042,page_rank
20586,er5,OR,1,0.7000000000000001,1,1.3,1.0,0.303030303030303,page_rank
20587,sf2,OR,1,0.7000000000000001,1,2.1,1.0,1.1111111111111112,page_rank
20588,sf3,OR,1,0.7000000000000001,2,3.2,1.0,2.2222222222222223,page_rank
20589,sf5,OR,1,0.7000000000000001,4,5.4,1.0,4.444444444444445,page_rank
20590,aucs,OR,1,0.8,0,1.639344262295082,1.639344262295082,0.0,page_rank
20591,ckm_physicians,OR,1,0.8,0,1.2448132780082988,1.2448132780082988,0.0,page_rank
20592,eu_transportation,OR,1,0.8,7,92.56594724220624,1.1990407673860912,92.4757281553398,page_rank
20593,lazega,OR,1,0.8,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20594,er2,OR,1,0.8,0,1.0,1.0,0.0,page_rank
20595,er3,OR,1,0.8,1,1.4,1.0,0.4040404040404042,page_rank
20596,er5,OR,1,0.8,1,1.3,1.0,0.303030303030303,page_rank
20597,sf2,OR,1,0.8,1,2.1,1.0,1.1111111111111112,page_rank
20598,sf3,OR,1,0.8,2,3.1,1.0,2.121212121212121,page_rank
20599,sf5,OR,1,0.8,2,4.9,1.0,3.93939393939394,page_rank
20600,aucs,OR,1,0.9,0,1.639344262295082,1.639344262295082,0.0,page_rank
20601,ckm_physicians,OR,1,0.9,0,1.2448132780082988,1.2448132780082988,0.0,page_rank
20602,eu_transportation,OR,1,0.9,6,90.16786570743405,1.1990407673860912,90.04854368932037,page_rank
20603,lazega,OR,1,0.9,0,1.4084507042253522,1.4084507042253522,0.0,page_rank
20604,er2,OR,1,0.9,0,1.0,1.0,0.0,page_rank
20605,er3,OR,1,0.9,1,1.4,1.0,0.4040404040404042,page_rank
20606,er5,OR,1,0.9,1,1.3,1.0,0.303030303030303,page_rank
20607,sf2,OR,1,0.9,1,2.1,1.0,1.1111111111111112,page_rank
20608,sf3,OR,1,0.9,2,3.1,1.0,2.121212121212121,page_rank
20609,sf5,OR,1,0.9,2,4.9,1.0,3.93939393939394,page_rank
20610,aucs,OR,2,0.1,3,100.0,3.278688524590164,100.0,page_rank
20611,ckm_physicians,OR,2,0.1,3,85.47717842323651,2.0746887966804977,85.16949152542374,page_rank
20612,eu_transportation,OR,2,0.1,5,100.0,2.158273381294964,100.0,page_rank
20613,lazega,OR,2,0.1,2,100.0,2.8169014084507045,100.0,page_rank
20614,er2,OR,2,0.1,4,100.0,2.0,100.0,page_rank
20615,er3,OR,2,0.1,3,100.0,2.0,100.0,page_rank
20616,er5,OR,2,0.1,2,100.0,2.0,100.0,page_rank
20617,sf2,OR,2,0.1,3,79.9,2.0,79.48979591836735,page_rank
20618,sf3,OR,2,0.1,3,87.8,2.0,87.55102040816327,page_rank
20619,sf5,OR,2,0.1,3,98.8,2.0,98.77551020408164,page_rank
20620,aucs,OR,2,0.2,4,100.0,3.278688524590164,100.0,page_rank
20621,ckm_physicians,OR,2,0.2,4,85.47717842323651,2.0746887966804977,85.16949152542374,page_rank
20622,eu_transportation,OR,2,0.2,5,100.0,2.158273381294964,100.0,page_rank
20623,lazega,OR,2,0.2,4,100.0,2.8169014084507045,100.0,page_rank
20624,er2,OR,2,0.2,4,100.0,2.0,100.0,page_rank
20625,er3,OR,2,0.2,4,100.0,2.0,100.0,page_rank
20626,er5,OR,2,0.2,3,100.0,2.0,100.0,page_rank
20627,sf2,OR,2,0.2,3,79.9,2.0,79.48979591836735,page_rank
20628,sf3,OR,2,0.2,3,87.8,2.0,87.55102040816327,page_rank
20629,sf5,OR,2,0.2,3,98.8,2.0,98.77551020408164,page_rank
20630,aucs,OR,2,0.3,6,100.0,3.278688524590164,100.0,page_rank
20631,ckm_physicians,OR,2,0.3,4,85.47717842323651,2.0746887966804977,85.16949152542374,page_rank
20632,eu_transportation,OR,2,0.3,6,100.0,2.158273381294964,100.0,page_rank
20633,lazega,OR,2,0.3,1,5.633802816901409,2.8169014084507045,2.8985507246376816,page_rank
20634,er2,OR,2,0.3,7,100.0,2.0,100.0,page_rank
20635,er3,OR,2,0.3,5,100.0,2.0,100.0,page_rank
20636,er5,OR,2,0.3,4,100.0,2.0,100.0,page_rank
20637,sf2,OR,2,0.3,4,79.9,2.0,79.48979591836735,page_rank
20638,sf3,OR,2,0.3,4,87.8,2.0,87.55102040816327,page_rank
20639,sf5,OR,2,0.3,3,98.8,2.0,98.77551020408164,page_rank
20640,aucs,OR,2,0.4,8,100.0,3.278688524590164,100.0,page_rank
20641,ckm_physicians,OR,2,0.4,11,69.29460580912863,2.0746887966804977,68.64406779661016,page_rank
20642,eu_transportation,OR,2,0.4,8,98.56115107913668,2.158273381294964,98.52941176470588,page_rank
20643,lazega,OR,2,0.4,1,4.225352112676056,2.8169014084507045,1.44927536231884,page_rank
20644,er2,OR,2,0.4,2,3.6,2.0,1.6326530612244896,page_rank
20645,er3,OR,2,0.4,11,100.0,2.0,100.0,page_rank
20646,er5,OR,2,0.4,15,100.0,2.0,100.0,page_rank
20647,sf2,OR,2,0.4,9,79.9,2.0,79.48979591836735,page_rank
20648,sf3,OR,2,0.4,7,87.8,2.0,87.55102040816327,page_rank
20649,sf5,OR,2,0.4,4,98.8,2.0,98.77551020408164,page_rank
20650,aucs,OR,2,0.5,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20651,ckm_physicians,OR,2,0.5,9,21.99170124481328,2.0746887966804977,20.33898305084746,page_rank
20652,eu_transportation,OR,2,0.5,9,96.40287769784172,2.158273381294964,96.32352941176472,page_rank
20653,lazega,OR,2,0.5,0,2.8169014084507045,2.8169014084507045,0.0,page_rank
20654,er2,OR,2,0.5,1,2.1,2.0,0.1020408163265307,page_rank
20655,er3,OR,2,0.5,2,3.4000000000000004,2.0,1.4285714285714288,page_rank
20656,er5,OR,2,0.5,3,2.7,2.0,0.7142857142857144,page_rank
20657,sf2,OR,2,0.5,5,10.1,2.0,8.265306122448981,page_rank
20658,sf3,OR,2,0.5,4,11.4,2.0,9.591836734693878,page_rank
20659,sf5,OR,2,0.5,8,98.8,2.0,98.77551020408164,page_rank
20660,aucs,OR,2,0.6,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20661,ckm_physicians,OR,2,0.6,9,21.99170124481328,2.0746887966804977,20.33898305084746,page_rank
20662,eu_transportation,OR,2,0.6,9,96.40287769784172,2.158273381294964,96.32352941176472,page_rank
20663,lazega,OR,2,0.6,0,2.8169014084507045,2.8169014084507045,0.0,page_rank
20664,er2,OR,2,0.6,1,2.1,2.0,0.1020408163265307,page_rank
20665,er3,OR,2,0.6,2,3.4000000000000004,2.0,1.4285714285714288,page_rank
20666,er5,OR,2,0.6,3,2.7,2.0,0.7142857142857144,page_rank
20667,sf2,OR,2,0.6,5,9.5,2.0,7.653061224489796,page_rank
20668,sf3,OR,2,0.6,4,11.3,2.0,9.489795918367347,page_rank
20669,sf5,OR,2,0.6,8,98.8,2.0,98.77551020408164,page_rank
20670,aucs,OR,2,0.7000000000000001,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20671,ckm_physicians,OR,2,0.7000000000000001,1,2.489626556016597,2.0746887966804977,0.4237288135593223,page_rank
20672,eu_transportation,OR,2,0.7000000000000001,5,92.56594724220624,2.158273381294964,92.40196078431372,page_rank
20673,lazega,OR,2,0.7000000000000001,0,2.8169014084507045,2.8169014084507045,0.0,page_rank
20674,er2,OR,2,0.7000000000000001,0,2.0,2.0,0.0,page_rank
20675,er3,OR,2,0.7000000000000001,2,2.9000000000000004,2.0,0.9183673469387758,page_rank
20676,er5,OR,2,0.7000000000000001,2,2.4,2.0,0.4081632653061224,page_rank
20677,sf2,OR,2,0.7000000000000001,2,3.6,2.0,1.6326530612244896,page_rank
20678,sf3,OR,2,0.7000000000000001,3,6.1,2.0,4.183673469387754,page_rank
20679,sf5,OR,2,0.7000000000000001,6,10.8,2.0,8.979591836734695,page_rank
20680,aucs,OR,2,0.8,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20681,ckm_physicians,OR,2,0.8,1,2.489626556016597,2.0746887966804977,0.4237288135593223,page_rank
20682,eu_transportation,OR,2,0.8,5,92.56594724220624,2.158273381294964,92.40196078431372,page_rank
20683,lazega,OR,2,0.8,0,2.8169014084507045,2.8169014084507045,0.0,page_rank
20684,er2,OR,2,0.8,0,2.0,2.0,0.0,page_rank
20685,er3,OR,2,0.8,2,2.7,2.0,0.7142857142857144,page_rank
20686,er5,OR,2,0.8,1,2.3,2.0,0.3061224489795917,page_rank
20687,sf2,OR,2,0.8,1,3.4000000000000004,2.0,1.4285714285714288,page_rank
20688,sf3,OR,2,0.8,2,5.7,2.0,3.7755102040816326,page_rank
20689,sf5,OR,2,0.8,3,8.9,2.0,7.040816326530612,page_rank
20690,aucs,OR,2,0.9,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20691,ckm_physicians,OR,2,0.9,1,2.489626556016597,2.0746887966804977,0.4237288135593223,page_rank
20692,eu_transportation,OR,2,0.9,6,91.12709832134291,2.158273381294964,90.9313725490196,page_rank
20693,lazega,OR,2,0.9,0,2.8169014084507045,2.8169014084507045,0.0,page_rank
20694,er2,OR,2,0.9,0,2.0,2.0,0.0,page_rank
20695,er3,OR,2,0.9,2,2.7,2.0,0.7142857142857144,page_rank
20696,er5,OR,2,0.9,1,2.3,2.0,0.3061224489795917,page_rank
20697,sf2,OR,2,0.9,1,3.4000000000000004,2.0,1.4285714285714288,page_rank
20698,sf3,OR,2,0.9,2,5.7,2.0,3.7755102040816326,page_rank
20699,sf5,OR,2,0.9,3,8.9,2.0,7.040816326530612,page_rank
20700,aucs,OR,3,0.1,3,100.0,3.278688524590164,100.0,page_rank
20701,ckm_physicians,OR,3,0.1,3,85.47717842323651,3.319502074688797,84.97854077253217,page_rank
20702,eu_transportation,OR,3,0.1,4,100.0,3.117505995203837,100.0,page_rank
20703,lazega,OR,3,0.1,2,100.0,4.225352112676056,100.0,page_rank
20704,er2,OR,3,0.1,3,100.0,3.0,100.0,page_rank
20705,er3,OR,3,0.1,3,100.0,3.0,100.0,page_rank
20706,er5,OR,3,0.1,2,100.0,3.0,100.0,page_rank
20707,sf2,OR,3,0.1,3,79.9,3.0,79.27835051546393,page_rank
20708,sf3,OR,3,0.1,3,87.8,3.0,87.42268041237114,page_rank
20709,sf5,OR,3,0.1,2,98.8,3.0,98.76288659793816,page_rank
20710,aucs,OR,3,0.2,4,100.0,3.278688524590164,100.0,page_rank
20711,ckm_physicians,OR,3,0.2,3,85.47717842323651,3.319502074688797,84.97854077253217,page_rank
20712,eu_transportation,OR,3,0.2,4,100.0,3.117505995203837,100.0,page_rank
20713,lazega,OR,3,0.2,3,100.0,4.225352112676056,100.0,page_rank
20714,er2,OR,3,0.2,4,100.0,3.0,100.0,page_rank
20715,er3,OR,3,0.2,4,100.0,3.0,100.0,page_rank
20716,er5,OR,3,0.2,3,100.0,3.0,100.0,page_rank
20717,sf2,OR,3,0.2,3,79.9,3.0,79.27835051546393,page_rank
20718,sf3,OR,3,0.2,3,87.8,3.0,87.42268041237114,page_rank
20719,sf5,OR,3,0.2,3,98.8,3.0,98.76288659793816,page_rank
20720,aucs,OR,3,0.3,6,100.0,3.278688524590164,100.0,page_rank
20721,ckm_physicians,OR,3,0.3,4,85.47717842323651,3.319502074688797,84.97854077253217,page_rank
20722,eu_transportation,OR,3,0.3,5,100.0,3.117505995203837,100.0,page_rank
20723,lazega,OR,3,0.3,1,8.450704225352112,4.225352112676056,4.411764705882353,page_rank
20724,er2,OR,3,0.3,6,100.0,3.0,100.0,page_rank
20725,er3,OR,3,0.3,4,100.0,3.0,100.0,page_rank
20726,er5,OR,3,0.3,4,100.0,3.0,100.0,page_rank
20727,sf2,OR,3,0.3,4,79.9,3.0,79.27835051546393,page_rank
20728,sf3,OR,3,0.3,3,87.8,3.0,87.42268041237114,page_rank
20729,sf5,OR,3,0.3,3,98.8,3.0,98.76288659793816,page_rank
20730,aucs,OR,3,0.4,8,100.0,3.278688524590164,100.0,page_rank
20731,ckm_physicians,OR,3,0.4,6,69.29460580912863,3.319502074688797,68.24034334763948,page_rank
20732,eu_transportation,OR,3,0.4,7,98.56115107913668,3.117505995203837,98.51485148514853,page_rank
20733,lazega,OR,3,0.4,1,5.633802816901409,4.225352112676056,1.4705882352941186,page_rank
20734,er2,OR,3,0.4,4,6.0,3.0,3.0927835051546397,page_rank
20735,er3,OR,3,0.4,8,100.0,3.0,100.0,page_rank
20736,er5,OR,3,0.4,8,100.0,3.0,100.0,page_rank
20737,sf2,OR,3,0.4,6,79.9,3.0,79.27835051546393,page_rank
20738,sf3,OR,3,0.4,6,87.8,3.0,87.42268041237114,page_rank
20739,sf5,OR,3,0.4,4,98.8,3.0,98.76288659793816,page_rank
20740,aucs,OR,3,0.5,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20741,ckm_physicians,OR,3,0.5,5,24.481327800829877,3.319502074688797,21.888412017167383,page_rank
20742,eu_transportation,OR,3,0.5,9,97.12230215827336,3.117505995203837,97.02970297029702,page_rank
20743,lazega,OR,3,0.5,0,4.225352112676056,4.225352112676056,0.0,page_rank
20744,er2,OR,3,0.5,1,3.2,3.0,0.2061855670103094,page_rank
20745,er3,OR,3,0.5,2,4.9,3.0,1.9587628865979383,page_rank
20746,er5,OR,3,0.5,3,4.6,3.0,1.649484536082474,page_rank
20747,sf2,OR,3,0.5,36,79.9,3.0,79.27835051546393,page_rank
20748,sf3,OR,3,0.5,16,87.8,3.0,87.42268041237114,page_rank
20749,sf5,OR,3,0.5,6,98.8,3.0,98.76288659793816,page_rank
20750,aucs,OR,3,0.6,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20751,ckm_physicians,OR,3,0.6,5,24.481327800829877,3.319502074688797,21.888412017167383,page_rank
20752,eu_transportation,OR,3,0.6,9,97.12230215827336,3.117505995203837,97.02970297029702,page_rank
20753,lazega,OR,3,0.6,0,4.225352112676056,4.225352112676056,0.0,page_rank
20754,er2,OR,3,0.6,1,3.2,3.0,0.2061855670103094,page_rank
20755,er3,OR,3,0.6,2,4.9,3.0,1.9587628865979383,page_rank
20756,er5,OR,3,0.6,3,4.6,3.0,1.649484536082474,page_rank
20757,sf2,OR,3,0.6,5,16.0,3.0,13.402061855670103,page_rank
20758,sf3,OR,3,0.6,14,30.3,3.0,28.144329896907216,page_rank
20759,sf5,OR,3,0.6,7,98.8,3.0,98.76288659793816,page_rank
20760,aucs,OR,3,0.7000000000000001,1,6.557377049180328,3.278688524590164,3.389830508474577,page_rank
20761,ckm_physicians,OR,3,0.7000000000000001,1,4.979253112033195,3.319502074688797,1.7167381974248923,page_rank
20762,eu_transportation,OR,3,0.7000000000000001,5,92.80575539568343,3.117505995203837,92.57425742574256,page_rank
20763,lazega,OR,3,0.7000000000000001,0,4.225352112676056,4.225352112676056,0.0,page_rank
20764,er2,OR,3,0.7000000000000001,0,3.0,3.0,0.0,page_rank
20765,er3,OR,3,0.7000000000000001,2,4.3,3.0,1.34020618556701,page_rank
20766,er5,OR,3,0.7000000000000001,2,3.5000000000000004,3.0,0.5154639175257736,page_rank
20767,sf2,OR,3,0.7000000000000001,2,5.5,3.0,2.577319587628866,page_rank
20768,sf3,OR,3,0.7000000000000001,3,7.9,3.0,5.051546391752578,page_rank
20769,sf5,OR,3,0.7000000000000001,13,20.4,3.0,17.938144329896904,page_rank
